"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"DNAJC24","Dnajc24",13.999078,14.852305,19.48595,64,111,147,16.1124443333333,12.173246,9.432005,11.135106,317,361,348,6.80347533333333,2.19292604927394
"DNAJC25","Dnajc25",4.584197,2.0515,1.071926,64,62,51,2.56920766666667,4.128421,4.436219,3.520686,143,210,179,3.26438566666667,0.836980504499398
"DNAJC27","Dnajc27",29.858153,23.925776,23.34711,2118,3011,2984,25.7103463333333,6.703506,5.474103,5.534799,360,488,436,0.185752666666667,22.5260689553583
"DNAJC28","Dnajc28",3.349397,4.043537,2.757156,169,231,240,3.38336333333333,2.579278,3.163754,2.430623,64,105,84,0,4.38336333333333
"DNAJC3","Dnajc3",13.66979,8.572427,6.857521,1069,1163,917,9.69991266666667,4.834636,3.451529,3.815283,441,421,484,0.261253,8.48355775301757
"DNAJC30","Dnajc30",12.775062,16.801968,15.794283,280,683,659,15.123771,2.849406,3.326122,3.672135,110,177,211,10.0023283333333,1.46548716885229
"DNAJC4","Dnajc4",16.398645,23.766061,22.268851,83,219,215,20.8111856666667,46.351095,58.113701,47.554206,174,238,282,1.13476333333333,10.2171446015093
"DNAJC5","Dnajc5",75.929778,38.007897,39.301901,5590,5064,4951,51.0798586666667,32.187808,29.169711,28.408813,2806,3487,3600,5.64115833333333,7.8419841920147
"DNAJC5B","Dnajc5b",0,0.064764,0,0,1,0,0.021588,0.105387,0.139857,0.018996,4,7,1,3.09150666666667,0.249685038600287
"DNAJC6","Dnajc6",75.136113,48.021249,41.252786,5232,5752,5053,54.8033826666667,68.143746,70.182382,58.119374,4631,6269,5761,9.09815733333333,5.52609558601979
"DNAJC7","Dnajc7",191.469172,137.051565,125.01012,1657,2063,1881,151.176952333333,82.703011,102.829684,88.928377,1085,1716,1548,29.6805876666667,4.96004033516829
"DNAJC8","Dnajc8",64.697397,66.30858,64.14363,849,1431,1497,65.049869,61.380733,46.372518,40.345653,1002,1289,1136,2.80888933333333,17.3409787525112
"DNAJC9","Dnajc9",16.331938,19.559426,20.960099,243,503,536,18.9504876666667,22.071655,17.122765,14.449185,424,668,614,0.421863666666667,14.0312240437492
"DNAL1","Dnal1",19.775241,14.622157,13.497628,1603,2036,1714,15.9650086666667,9.066426,7.310936,7.92844,522,692,659,2.07181566666667,5.52279515036004
"DNAL4","Dnal4",31.354938,30.32251,27.69201,373,731,676,29.7898193333333,9.129039,9.910125,8.49734,176,261,239,56.9471333333333,0.531343270360225
"DNALI1","Dnali1",0.263192,0.789996,0.814326,8,43,45,0.622504666666667,15.501983,15.103722,15.617422,313,438,446,25.8966303333333,0.0603237151479112
"DNASE1","Dnase1",3.500497,2.659683,4.752331,89,100,87,3.63750366666667,13.279896,10.092844,8.70824,568,674,593,13.7223803333333,0.314996866109128
"DNASE1L1","Dnase1l1",0.489548,2.615338,2.321995,6,44,39,1.80896033333333,58.691374,30.433111,44.304439,263,329,363,0.0317526666666667,2.72251327676077
"DNASE1L2","Dnase1l2",2.931974,1.669246,0.762444,27,40,17,1.787888,0.961205,1.335632,1.486675,31,56,63,46.6778343333333,0.0584734612841021
"DNASE1L3","Dnase1l3",0.027542,0.00782,0.023178,2,1,3,0.0195133333333333,0.095337,0,0.043775,3,0,2,0,1.01951333333333
"DNASE2B","Dnase2b",0.053865,0.015516,0.015328,2,1,1,0.0282363333333333,0.197402,0.097177,0.182339,3,2,4,0.528371666666667,0.672765895729987
"DND1","Dnd1",0.421202,0.334543,0.301243,9,12,11,0.352329333333333,0.455609,0,0.170475,10,0,6,13.236993,0.0949870055659459
"DNER","Dner",57.78361,39.617069,35.064008,2669,3148,3009,44.1548956666667,95.574953,59.528043,62.286065,4701,4003,4531,14.3990613333333,2.93231481382069
"DNLZ","Dnlz",7.305684,7.930683,7.12013,309,616,563,7.45216566666667,0.649473,0.781765,0.806921,31,52,59,231.424120333333,0.036365269037245
"DNM1","Dnm1",399.307331,205.582589,215.804448,14192,13517,14383,273.564789333333,963.476725,868.161571,722.565767,5079,6868,6434,33.3404846666667,7.99536733387591
"DNM1L","Dnm1l",64.885009,36.538409,31.816122,3675,3718,3071,44.41318,71.903622,86.781044,68.437201,2455,3521,3166,115.26599,0.39059728472617
"DNM2","Dnm2",16.645566,13.53677,14.759186,559,784,784,14.9805073333333,40.847039,38.387376,28.624506,990,1234,1019,11.2051583333333,1.30932404946269
"DNM3","Dnm3",36.961407,14.230016,12.686593,3511,1912,2034,21.292672,20.716789,18.216272,16.482716,2577,3012,2929,37.5004286666667,0.579023994589982
"DNMBP","Dnmbp",1.958616,0.690737,0.652826,152,94,88,1.10072633333333,2.427751,1.72896,1.536328,189,187,165,0.0268743333333333,2.04574821391647
"DNMT1","Dnmt1",13.2363,4.30915,4.492561,757,568,566,7.34600366666667,68.659713,70.838827,36.345284,830,1337,859,8.46345066666667,0.881919709907084
"DNMT3A","Dnmt3a",11.059852,2.909071,4.564869,1037,402,457,6.17793066666667,16.332627,13.922713,11.351848,1113,1261,997,0,7.17793066666667
"DNMT3B","Dnmt3b",0.136056,0.075655,0.067129,8,8,6,0.0929466666666667,1.57778,1.433169,1.274922,103,126,123,0.985509666666667,0.550461518780484
"DNMT3L","Dnmt3l",0,0.04002,0.039432,0,1,1,0.026484,0,0,0,0,0,0,0.0460093333333333,0.981333499892289
"DNPEP","Dnpep",15.843647,26.193982,21.775354,308,779,796,21.2709943333333,42.247399,47.489505,53.134586,278,394,466,0.251587333333333,17.7941992062346
"DNPH1","Dnph1",1.277225,1.672695,2.144404,19,46,60,1.698108,6.412497,7.506789,7.976405,43,69,78,0.677985666666667,1.60794460500954
"DNTT","Dntt",0,0,0.020446,0,0,1,0.00681533333333333,0,0,0,0,0,0,0,1.00681533333333
"DNTTIP1","Dnttip1",8.780173,12.135211,8.528085,171,410,314,9.81448966666667,11.403717,13.098629,9.413753,170,208,183,0,10.8144896666667
"DNTTIP2","Dnttip2",14.150407,15.383895,14.254524,285,565,583,14.5962753333333,26.885371,26.842119,20.591238,611,811,820,26.2213613333333,0.572942519014846
"DOC2A","Doc2a",62.108326,86.875121,36.698247,389,888,772,61.893898,13.241125,7.851743,9.571074,262,217,372,5.71162366666667,9.37089162379039
"DOC2B","Doc2b",11.639584,7.600803,6.672079,725,866,778,8.63748866666667,65.81975,56.665755,48.231148,4526,5123,5170,16.4480096666667,0.552354615270445
"DOCK1","Dock1",7.028983,4.943645,3.202757,601,534,550,5.05846166666667,1.703223,0.723684,0.209604,116,35,34,20.159172,0.28632791806157
"DOCK10","Dock10",9.293126,5.173199,5.594834,859,827,825,6.687053,0.805443,0.51566,0.745306,51,8,30,0.232091666666667,6.23902685812068
"DOCK11","Dock11",1.991948,1.593623,1.540263,147,172,155,1.70861133333333,5.443071,8.256465,6.917266,177,300,272,142.693064333333,0.0188499796138386
"DOCK2","Dock2",0.83422,0.418506,0.32118,51,61,57,0.524635333333333,0.364274,0.21596,0.420714,5,1,6,1.18355466666667,0.698235476586801
"DOCK3","Dock3",116.251613,36.77393,37.7833,4270,1992,2200,63.6029476666667,8.92842,10.137244,7.140931,1336,2069,1561,0,64.6029476666667
"DOCK4","Dock4",18.079466,5.680705,5.068005,2159,1194,1045,9.609392,8.457222,10.597289,7.546411,441,883,757,0.0229893333333333,10.3709703066308
"DOCK5","Dock5",1.949652,0.483362,0.717915,306,134,166,1.05030966666667,1.683276,1.188409,1.138754,52,24,23,56.2126416666667,0.0358366543990788
"DOCK6","Dock6",9.331862,3.052806,4.851902,222,184,185,5.74552333333333,46.215209,18.212743,44.191911,366,394,461,10.062392,0.60977077410865
"DOCK7","Dock7",24.586939,12.533947,9.429915,555,455,425,15.5169336666667,84.396907,74.94427,28.765104,811,1366,1143,0.733524333333333,9.52795028547816
"DOCK8","Dock8",2.072871,0.207263,0.3623,77,45,52,0.880811333333333,0.474927,0.114752,0.219415,11,7,8,0.398033333333333,1.34532653012565
"DOCK9","Dock9",31.462545,10.044146,8.482246,2468,1230,1252,16.662979,10.690733,6.338408,9.211048,216,246,334,7.685338,2.03365476392513
"DOHH","Dohh",34.903248,48.267022,50.739828,389,1003,1107,44.6366993333333,4.574265,5.25237,6.426387,104,169,212,0.011444,45.1203421379071
"DOK1","Dok1",1.259496,1.046117,2.408019,18,24,39,1.57121066666667,3.055292,5.043217,5.748763,85,123,163,0.0230006666666667,2.51340077328069
"DOK2","Dok2",2.990414,1.036408,0.941954,14,10,11,1.65625866666667,0,0,0,0,0,0,10.7246666666667,0.22655302211861
"DOK3","Dok3",1.982905,0.94747,0.865958,48,44,43,1.26544433333333,3.853998,8.164253,7.956627,79,191,213,2.68565533333333,0.614665270744253
"DOK4","Dok4",11.192555,12.063052,8.951095,167,312,292,10.7355673333333,47.63026,54.872048,44.520207,1498,2270,2088,0.205430333333333,9.73558322601804
"DOK5","Dok5",8.324515,8.246419,7.572094,202,360,336,8.047676,13.080527,8.509551,13.194216,341,325,480,1.07703266666667,4.35605859513042
"DOK6","Dok6",12.184539,6.512601,5.672723,1838,1675,1219,8.12328766666667,5.862858,8.635744,10.297506,501,1358,1543,5.29665266666667,1.44891073871101
"DOK7","Dok7",4.421637,6.817247,8.421515,165,409,435,6.55346633333333,2.53432,1.199549,1.385204,24,17,28,0,7.55346633333333
"DOLK","Dolk",6.975341,7.594177,7.107311,207,414,395,7.22560966666667,8.580851,7.21155,6.602794,273,314,306,83.686843,0.0971297237596479
"DOLPP1","Dolpp1",13.039618,15.044739,10.625846,150,343,320,12.903401,15.202057,16.386455,13.349177,194,286,249,128.047754333333,0.107738418787879
"DONSON","Donson",22.796053,15.552947,15.304381,158,197,186,17.8844603333333,15.344097,16.469526,15.783978,211,298,305,0.194092666666667,15.8149035334499
"DOP1A","Dop1a",18.751108,8.157794,6.756188,865,506,504,11.2216966666667,9.83783,10.751062,10.244501,912,1362,1217,15.8768336666667,0.724170001793978
"DOP1B","Dop1b",41.734874,17.458761,16.751957,1233,695,839,25.3151973333333,13.727952,9.490096,7.222521,792,1069,1015,0.278480333333333,20.5831850887551
"DPAGT1","Dpagt1",4.237054,5.201906,5.694064,127,236,237,5.04434133333333,44.33272,38.411268,35.314829,424,534,570,0.24091,4.87089420935711
"DPCD","Dpcd",37.076132,50.715255,51.853959,335,821,849,46.5484486666667,46.49108,48.487556,52.681835,260,388,519,0.00491233333333333,47.3160166210187
"DPEP1","Dpep1",0.062398,0.325626,0.09199,2,15,5,0.160004666666667,0.345817,0.027256,0.315816,3,1,2,0.373310333333333,0.844677738534941
"DPEP2","Dpep2",0.115264,0.012964,0,5,1,0,0.0427426666666667,0.05748,0.021595,0,2,1,0,44.424738,0.0229553919863372
"DPEP3","Dpep3",0,0,0,0,0,0,0,0,0,0.027483,0,0,1,6.769959,0.12870080781636
"DPF1","Dpf1",53.227605,41.068105,34.523829,414,638,468,42.9398463333333,20.616344,29.947605,24.946856,367,645,659,56.2703076666667,0.767236079629233
"DPF2","Dpf2",31.112556,35.200164,37.23268,489,875,798,34.5151333333333,41.496492,46.54281,31.200064,751,1445,1119,1.87875866666667,12.3369609771619
"DPF3","Dpf3",3.137663,2.037081,2.003029,48,55,65,2.392591,3.872329,1.152961,0.628253,57,38,28,4.72177166666667,0.592926666361788
"DPH1","Dph1",13.055553,11.593131,11.076687,121,217,206,11.908457,18.807679,21.607499,18.208069,265,402,372,0,12.908457
"DPH2","Dph2",6.430236,3.677559,3.206767,128,177,197,4.43818733333333,5.257716,10.580602,5.959349,120,191,175,0.670768,3.25490273534885
"DPH3","Dph3",19.591056,17.876886,22.923201,395,720,803,20.130381,33.442696,37.303507,28.290665,1590,2510,2140,19.503244,1.03058720854124
"DPH5","Dph5",4.166835,5.375243,5.118008,91,168,173,4.88669533333333,28.146193,12.544815,13.458851,260,187,214,28.001527,0.202978806368828
"DPH6","Dph6",7.481411,5.568459,3.853743,208,301,245,5.63453766666667,5.046739,4.783249,4.039113,56,62,59,5.49718033333333,1.02114106832292
"DPH7","Dph7",11.381269,10.734822,16.822767,171,398,411,12.9796193333333,23.348651,20.527281,21.370294,315,411,414,8.564751,1.4615769227378
"DPM1","Dpm1",64.230587,46.862804,53.212393,419,561,628,54.7685946666667,16.853752,16.537306,15.270781,222,301,281,8.251613,6.02798611081837
"DPM2","Dpm2",32.144198,34.508691,32.888686,309,597,589,33.180525,25.823292,27.032959,27.277741,401,549,584,0.0928543333333333,31.2763777911237
"DPM3","Dpm3",14.882376,34.547107,42.355396,40,175,210,30.5949596666667,12.235772,16.84045,10.730195,31,59,43,7.189106,3.85816958122983
"DPP10","Dpp10",33.549438,29.302156,25.654994,2239,3384,2762,29.502196,16.236364,12.823093,5.4703,595,642,377,0.562816666666667,19.5174499034862
"DPP3","Dpp3",17.727971,19.559573,16.488976,368,772,767,17.9255066666667,106.227304,111.487073,85.141269,1015,1556,1427,21.026153,0.859228875177008
"DPP4","Dpp4",1.484407,4.151846,3.294265,30,65,71,2.97683933333333,0.163404,0,0.012212,6,0,1,30.9829116666667,0.124342629426016
"DPP6","Dpp6",63.680896,35.369552,34.848646,3925,3919,4045,44.6330313333333,14.245642,11.140054,9.153624,830,783,703,0.958011,23.3058094838759
"DPP7","Dpp7",18.732378,15.475024,16.295717,200,350,350,16.834373,62.822202,57.790757,56.24032,468,587,667,20.0949623333333,0.845432796616987
"DPP8","Dpp8",80.389125,47.757874,43.15776,3072,2777,2563,57.1015863333333,9.834182,5.816585,5.641937,640,885,912,167.360777333333,0.345101675423483
"DPP9","Dpp9",17.914055,6.800898,7.261745,911,635,693,10.6588993333333,13.61218,9.911718,10.731417,301,420,397,3.33849933333333,2.68731154197865
"DPPA2","Dppa2",0,0.041651,0.068227,0,2,4,0.036626,0,0,0,0,0,0,43.3370886666667,0.0233805608616642
"DPPA3","Dppa3",0,0,0,0,0,0,0,0,0,0,0,0,0,42.4035966666667,0.0230395653079134
"DPPA4","Dppa4",0,0,0,0,0,0,0,0.963742,0.228382,0.340307,11,7,9,37.606822,0.0259021579139562
"DPPA5","Dppa5a",0.167632,0.094847,0.279996,1,1,3,0.180825,0,0,0,0,0,0,13.675935,0.080459950251892
"DPT","Dpt",0.210562,0.119445,0.117601,5,5,5,0.149202666666667,0,0.029102,0.054684,0,1,2,0.168521,0.983467705472702
"DPY19L1","Dpy19l1",24.894652,21.169431,20.405069,1368,2075,1986,22.156384,22.495691,21.357436,18.405134,178,171,187,16.2918176666667,1.33915268171249
"DPY19L2","Dpy19l2",0.118297,0.045474,0.093488,6,4,8,0.085753,13.77269,14.318528,17.35502,267,398,477,1.79762533333333,0.388098072698798
"DPY19L3","Dpy19l3",56.068395,21.579822,15.610933,951,634,547,31.0863833333333,6.956663,5.627518,4.309052,477,630,557,36.5106606666667,0.855393713762191
"DPY19L4","Dpy19l4",5.31009,4.096577,3.535448,480,608,503,4.31403833333333,5.249867,2.534808,4.984801,164,188,190,1.06261366666667,2.5763614482014
"DPY30","Dpy30",25.507309,33.586102,33.023657,167,359,381,30.7056893333333,58.172579,54.750986,53.280257,467,551,606,7.67589966666667,3.65445550910974
"DPYD","Dpyd",1.733887,0.997255,1.511442,88,107,106,1.41419466666667,1.10583,0.457143,0.217297,31,22,15,31.6559743333333,0.0739281162467842
"DPYS","Dpys",0.503536,0.066825,0.431446,6,4,5,0.333935666666667,0.327804,0.40168,0.11757,1,4,1,82.2316676666667,0.0160267804798641
"DPYSL2","Dpysl2",30.768538,19.086823,18.936064,2119,2331,2328,22.930475,176.829212,178.216111,139.313682,12889,18165,15109,14.0901356666667,1.58583564313879
"DPYSL3","Dpysl3",19.318196,6.056766,8.362897,866,690,755,11.245953,657.378833,725.120653,495.363953,44321,62343,54345,28.4894433333333,0.415265654952456
"DPYSL4","Dpysl4",13.704483,11.284345,10.320397,410,664,603,11.7697416666667,40.679674,60.841624,50.619704,1141,2575,2331,9.140556,1.25927431066567
"DPYSL5","Dpysl5",9.571391,2.922369,4.413926,516,346,408,5.63589533333333,133.640764,146.352999,95.570693,7411,11195,9051,39.468046,0.163978644615886
"DQX1","Dqx1",0.079825,0.04372,0.086008,2,3,8,0.069851,3.713298,0.938033,1.705082,91,31,54,347.971246,0.00306572822908166
"DR1","Dr1",13.649973,14.028231,11.663511,583,1044,805,13.113905,20.237871,17.910866,16.369226,1232,1367,1320,22.192986,0.608541953157735
"DRAM1","Dram1",0.909023,0.708313,0.558782,17,18,20,0.725372666666667,3.696358,2.377674,1.656687,68,43,42,7.55103333333333,0.201773586817967
"DRAM2","Dram2",13.318234,17.570448,16.33107,235,498,444,15.7399173333333,21.533434,22.658057,27.607711,141,200,213,0.150133666666667,14.5547581281132
"DRAP1","Drap1",106.49459,126.166745,148.440174,839,1829,2161,127.033836333333,109.27274,112.212371,113.496515,680,949,989,17.7263696666667,6.83708794669563
"DRAXIN","Draxin",0.126537,0.034804,0.143618,10,5,21,0.101653,3.995521,6.685138,4.825211,488,1112,861,23.589165,0.0448023753551615
"DRC1","Drc1",18.690473,20.283406,9.441109,152,223,186,16.1383293333333,1.436421,1.719991,2.131563,29,33,47,15.6654426666667,1.02837528388085
"DRC3","Drc3",4.798514,6.306575,5.596333,132,271,228,5.56714066666667,5.711169,7.305965,6.045061,216,336,282,5.727038,0.976230648119821
"DRC7","Drc7",1.298664,1.370196,1.599961,43,92,62,1.42294033333333,0.846577,0.893145,0.808249,9,8,11,55.6465113333333,0.0427729841838921
"DRD1","Drd1",7.988104,8.110885,3.732597,290,433,212,6.61052866666667,0.092887,0.022779,0.043404,6,2,4,3.30141633333333,1.76930761332953
"DRD2","Drd2",5.915429,4.990657,2.708388,219,334,184,4.538158,18.297666,21.219887,24.771916,473,680,971,4.488608,1.00902778992415
"DRD3","Drd3",0.051223,0.117266,0.055903,1,5,2,0.0747973333333333,0,0.083914,0.047361,0,5,3,115.783924,0.00920329867776436
"DRD4","Drd4",0.151553,0.108443,0.158308,3,5,9,0.139434666666667,0.541153,1.139577,1.878943,7,5,24,0.044514,1.09087543744427
"DRD5","Drd5",1.534676,0.998927,1.123158,69,82,94,1.21892033333333,7.611117,3.326401,4.276212,272,164,231,0,2.21892033333333
"DRG1","Drg1",114.230423,132.578162,139.996784,725,1582,1745,128.935123,89.372154,94.975499,87.927056,584,841,827,53.537006,2.38251294909735
"DRG2","Drg2",26.167068,26.054071,23.108586,495,1026,922,25.1099083333333,16.962785,9.564387,9.458773,228,215,242,131.061290666667,0.197710534264252
"DROSHA","Drosha",24.348314,16.315086,17.271114,1488,1620,1571,19.3115046666667,145.599886,121.608589,111.73997,924,1131,985,12.612187,1.49215586493681
"DRP2","Drp2",9.82861,3.802312,3.539385,1018,687,662,5.72343566666667,2.486004,0.742869,1.248782,284,110,199,0.449059333333333,4.63986222786369
"DSC1","Dsc1",0.017701,0.020424,0,1,2,0,0.0127083333333333,0.014989,0,0.020381,1,0,2,27.3182646666667,0.0357616663751783
"DSC2","Dsc2",0.088051,0.041043,0.108745,6,5,8,0.0792796666666667,1.436341,1.112125,1.163365,121,128,140,7.259094,0.130677731318552
"DSC3","Dsc3",0.897442,0.24921,0.19155,38,31,27,0.446067333333333,0.713054,0.035688,0.031144,84,6,5,16.6712606666667,0.0818315886235017
"DSCAM","Dscam",14.565811,4.477853,5.412857,1229,608,747,8.15217366666667,1.382651,1.43029,1.214487,172,230,213,19.816235,0.439665178004892
"DSCAML1","Dscaml1",12.175902,2.381707,3.272965,736,322,352,5.94352466666667,0.408615,0.057446,0.094275,25,8,14,84.1487883333333,0.0815457835933582
"DSE","Dse",7.558586,1.32699,0.74155,75,113,83,3.209042,2.73055,1.562577,1.217609,126,115,90,1.09148,2.01247059498537
"DSEL","Dsel",4.355566,2.732538,2.579127,332,424,321,3.22241033333333,3.58702,1.070117,1.534734,550,223,337,0.636897333333333,2.57952056451514
"DSG1","Dsg1c",0.089743,0.088247,0.138495,6,10,15,0.105495,0,0.00636,0,0,1,0,0.142598666666667,0.967526947344591
"DSG2","Dsg2",0.619739,0.234112,0.44869,42,31,37,0.434180333333333,2.525756,0.711306,0.893711,233,89,117,11.9420416666667,0.110815617061965
"DSG3","Dsg3",0.019222,0,0,1,0,0,0.00640733333333333,0.055367,0.025769,0.008249,5,3,1,7.342795,0.120631914524249
"DSG4","Dsg4",0,0,0,0,0,0,0,0,0,0,0,0,0,21.2396493333333,0.0449647377533591
"DSN1","Dsn1",3.816249,2.694144,2.516271,47,77,72,3.008888,2.775388,1.160276,1.001151,59,38,45,0.090454,3.67634764969453
"DSP","Dsp",1.214257,0.369681,0.262322,161,48,67,0.61542,4.811169,5.071819,4.362811,698,930,885,0.177288333333333,1.37215323915269
"DSPP","Dspp",0.044484,0,0.008293,3,0,1,0.0175923333333333,0,0,0.009877,0,0,1,0.137584,0.8945206097601
"DST","Dst",48.584566,7.519766,9.89798,7826,1363,2007,22.0007706666667,125.020776,125.174689,103.342784,8904,11061,9566,1.532591,9.08191281840087
"DSTN","Dstn",81.052908,103.123326,93.855609,2160,4842,4420,92.677281,179.0982,171.657751,170.656462,4149,5400,5319,5.27815066666667,14.9211584706579
"DSTYK","Dstyk",12.870287,6.413067,5.449575,1063,980,936,8.24430966666667,9.247216,10.007073,9.137388,1176,1750,1726,1.699914,3.42392745349173
"DTD1","Dtd1",32.556804,40.101653,43.055454,439,990,1064,38.5713036666667,7.237781,10.178562,8.678601,459,879,806,0,39.5713036666667
"DTD2","Dtd2",2.568503,2.733266,3.867083,79,164,179,3.056284,5.297135,6.003658,5.137846,179,266,232,0,4.056284
"DTL","Dtl",1.732203,0.873274,0.794479,109,97,86,1.13331866666667,0.246899,0.362078,0.340224,11,8,10,4.12939433333333,0.415900694708401
"DTNA","Dtna",48.006091,29.201064,31.10454,2232,2232,2027,36.1038983333333,53.300946,82.359108,53.985272,1988,4256,3058,15.326969,2.27255275203458
"DTNB","Dtnb",45.544378,41.462324,41.884033,480,814,764,42.9635783333333,39.379034,42.776961,50.25109,398,594,695,75.115449,0.577590737635054
"DTNBP1","Dtnbp1",35.275702,40.447737,39.25832,471,983,984,38.327253,29.621107,34.116453,25.255437,357,550,462,12.45086,2.92377238332716
"DTWD1","Dtwd1",3.81469,4.34448,4.187029,63,125,122,4.11539966666667,6.547115,3.928742,4.590881,207,222,210,0.593723666666667,3.20971556967948
"DTWD2","Dtwd2",1.245712,1.114988,1.153331,35,58,51,1.17134366666667,1.030696,1.358441,1.207199,94,106,102,0.0186713333333333,2.13154488166612
"DTX1","Dtx1",33.101736,19.479905,21.134157,801,977,1023,24.5719326666667,28.502057,32.69101,29.487564,768,1445,1263,2.05099966666667,8.38149310406349
"DTX2","Dtx2",3.093286,2.835505,1.874376,72,123,111,2.60105566666667,3.733711,4.995361,3.101441,41,91,76,16.9621533333333,0.20048017628176
