"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"Izumo1r","IZUMO1R",2,0.0171161,3,0.0237133,1,0.00901612,0.0166151733333,"IZUMO1R",0.050699,0,0,1,0,0,0.0168996666666667,0.999720234608495
"Izumo2","IZUMO2",0,0,1,0.0129113,0,0,0.00430376666667,"IZUMO2",0,0,0,0,0,0,0,1.00430376666667
"Izumo4","IZUMO4",536,26.079,476,21.3909,438,22.4515,23.3071333333,"IZUMO4",43.748584,34.103603,38.549473,384,492,130,38.8005533333333,0.610723502503231
"Jade1","JADE1",595,1.51061,605,1.41868,533,1.42563,1.45164,"JADE1",14.317374,11.434101,9.257842,962,1048,251,11.6697723333333,0.193503082415293
"Jade2","JADE2",991,3.47999,1044,3.3861,922,3.41098,3.42569,"JADE2",6.748277,5.377235,5.044582,924,1114,218,5.72336466666667,0.658255236688535
"Jade3","JADE3",177,0.291474,185,0.28138,143,0.248088,0.273647333333,"JADE3",1.079678,1.016684,0.610951,100,141,19,0.902437666666667,0.66948176839066
"Jag1","JAG1",781,3.44478,704,2.86799,627,2.91354,3.07543666667,"JAG1",1.552689,1.300296,2.563317,168,213,64,1.805434,1.45269383156759
"Jag2","JAG2",1397,9.87463,1536,10.0279,1413,10.5223,10.14161,"JAG2",22.669704,12.782166,11.752241,592,646,160,15.7347036666667,0.66577874469284
"Jagn1","JAGN1",728,19.9598,790,20.0053,632,18.2551,19.4067333333,"JAGN1",15.652376,14.310335,17.894109,355,480,127,15.9522733333333,1.20377561947247
"Jak1","JAK1",12262,16.8548,12291,15.6043,10485,15.1836,15.8809,"JAK1",44.665128,37.777219,34.064096,3715,4943,1064,38.835481,0.423765436646792
"Jak2","JAK2",902,2.28558,916,2.14378,913,2.43727,2.28887666667,"JAK2",8.609553,7.765468,8.734791,828,1098,256,8.36993733333333,0.351003059003383
"Jak3","JAK3",168,1.82599,167,1.67649,195,2.23289,1.91179,"JAK3",1.65303,1.242853,1.72812,144,163,46,1.54133433333333,1.14577210948107
"Jakmip1","AC092442.1",55,2.31341,31,1.20433,40,1.77253,1.76342333333,"JAKMIP1",19.787493,18.332439,11.63358,546,693,144,16.584504,0.15715105375335
"Jakmip1","JAKMIP1",2878,3.65323,3146,3.68842,2796,3.7391,3.69358333333,"JAKMIP1",19.787493,18.332439,11.63358,546,693,144,16.584504,0.26691587851042
"Jakmip2","JAKMIP2",1800,1.78667,1797,1.64746,1731,1.81014,1.74809,"JAKMIP2",18.171452,13.190284,15.316898,708,875,180,15.5595446666667,0.165952026780769
"Jakmip3","JAKMIP3",311,0.529155,295,0.463595,320,0.573609,0.522119666667,"JAKMIP3",17.869566,18.583614,12.342329,774,1218,183,16.2651696666667,0.0881612921305784
"Jam2","JAM2",1435,4.29921,1515,4.19222,1197,3.77811,4.08984666667,"JAM2",28.912981,25.154036,25.880202,1937,2588,647,26.649073,0.184087425523091
"Jam3","JAM3",1123,3.0032,1215,3.00107,1137,3.20338,3.06921666667,"JAM3",23.671255,26.725197,29.123566,809,1433,343,26.5066726666667,0.147935619694242
"Jarid2","JARID2",31935,25.7928,36956,27.5684,34114,29.0274,27.4628666667,"JARID2",4.98286,5.216959,4.312352,601,731,146,4.83739033333333,4.87595741271028
"Jazf1","JAZF1",404,0.20913,408,0.19507,433,0.236138,0.213446,"JAZF1",4.945062,3.494688,3.909485,206,230,52,4.11641166666667,0.237167389775451
"Jcad","JCAD",1134,3.66742,1104,3.29771,945,3.21976,3.39496333333,"JCAD",11.688978,8.146818,9.80101,1695,1835,469,9.87893533333333,0.403988368224207
"Jchain","JCHAIN",18,0.345634,14,0.248295,17,0.343904,0.312611,"JCHAIN",0.364919,0.246061,0.397466,14,10,3,0.336148666666667,0.982383946297393
"Jdp2","JDP2",260,0.987818,299,1.04923,267,1.06871,1.03525266667,"JDP2",9.911898,7.179449,11.05103,259,280,88,9.38079233333333,0.196059472275029
"Jhy","JHY",596,1.33542,626,1.29551,562,1.32664,1.31919,"JHY",0.292469,0.101531,0,9,10,0,0.131333333333333,2.04996169711255
"Jmjd1c","JMJD1C",1883,1.82431,1794,1.60534,1757,1.79335,1.741,"JMJD1C",12.978711,10.066033,8.497867,1524,1940,335,10.5142036666667,0.238053805486794
"Jmjd4","JMJD4",743,13.5305,786,13.2203,653,12.528,13.0929333333,"JMJD4",4.480298,3.387391,3.882116,432,489,118,3.91660166666667,2.86639721676998
"Jmjd6","JMJD6",412,10.6258,393,9.36165,318,8.64044,9.54263,"JMJD6",11.758812,8.873333,12.720237,373,466,115,11.1174606666667,0.870036246868225
"Jmjd7","JMJD7",90,2.73255,120,3.36513,103,3.29464,3.13077333333,"JMJD7",2.803857,3.149257,4.076851,48,85,23,3.34332166666667,0.951063183975552
"Jmjd8","JMJD8",1681,87.6407,1842,88.6998,1643,90.2443,88.8616,"JMJD8",12.733208,8.304777,14.543444,285,321,115,11.8604763333333,6.98742392356696
"Jmy","JMY",1905,4.2416,1901,3.90941,1772,4.15664,4.10255,"JMY",6.47179,5.349049,4.839815,1244,1548,290,5.55355133333333,0.778593123097533
"Josd1","JOSD1",1340,15.2155,1429,14.9867,1199,14.3431,14.8484333333,"JOSD1",11.516338,8.486105,10.763952,824,908,242,10.255465,1.40806562263754
"Josd2","JOSD2",689,29.0358,750,29.1925,695,30.8563,29.6948666667,"JOSD2",84.453683,120.314344,97.63045,1147,2025,413,100.799492333333,0.301522787227587
"Jph1","JPH1",140,0.162974,122,0.131173,118,0.144716,0.146287666667,"JPH1",2.246755,2.490506,3.379686,142,337,50,2.705649,0.309335197874111
"Jph2","JPH2",97,0.243802,93,0.215896,86,0.227724,0.229140666667,"JPH2",0.367479,0.235644,0.146901,32,31,4,0.250008,0.983306240173663
"Jph3","JPH3",3767,9.0431,4193,9.29697,3616,9.14522,9.16176333333,"JPH3",30.011811,22.483985,28.476763,2374,2754,706,26.990853,0.363038716016622
"Jph4","JPH4",4147,63.6649,4301,60.986,3943,63.773,62.8079666667,"JPH4",25.967748,21.862807,23.815103,1903,2405,601,23.881886,2.56443449128816
"Jpt2","JPT2",292,1.94753,292,1.79879,246,1.72855,1.82495666667,"JPT2",15.823867,23.549206,13.864791,457,1323,163,17.7459546666667,0.150696868572569
"Jrk","JRK",205,4.39777,220,4.35909,199,4.49754,4.41813333333,"JRK",1.297885,0.947534,1.149146,171,188,48,1.13152166666667,2.54190863647332
"Jrkl","JRKL",383,18.444,415,18.4586,342,17.3511,18.0845666667,"JRKL",3.314643,2.454513,2.399445,173,211,39,2.722867,5.12630901579347
"Jsrp1","JSRP1",14,0.434325,11,0.315191,15,0.490255,0.413257,"JSRP1",0.585028,0.235377,0.761063,10,6,4,0.527156,0.925417573581219
"Jtb","AL358472.7",410,15.0013,447,15.106,330,12.7205,14.2759333333,"JTB",18.752495,16.517204,17.870277,338,464,106,17.7133253333333,0.816313138429201
"Jtb","AL358472.7",410,15.0013,447,15.106,330,12.7205,14.2759333333,"",18.752495,16.517204,17.870277,338,464,106,17.7133253333333,0.816313138429201
"Jtb","JTB",410,15.0013,447,15.106,330,12.7205,14.2759333333,"JTB",18.752495,16.517204,17.870277,338,464,106,17.7133253333333,0.816313138429201
"Jtb","JTB",410,15.0013,447,15.106,330,12.7205,14.2759333333,"",18.752495,16.517204,17.870277,338,464,106,17.7133253333333,0.816313138429201
"Jun","JUN",2340,113.888,2224,99.9752,1964,100.704,104.855733333,"JUN",8.054303,8.518132,10.166963,547,882,215,8.91313266666667,10.6783331659572
"Junb","JUNB",337,25.4033,377,26.248,324,25.7306,25.7939666667,"JUNB",2.618173,2.419508,3.81316,98,138,44,2.95028033333333,6.78280132187243
"Jund","JUND",1436,133.621,1412,121.353,1244,121.951,125.641666667,"JUND",30.277314,33.544299,44.13119,870,1443,388,35.9842676666667,3.42420371300579
"Jup","JUP",4743,25.5557,5002,24.8927,4509,25.5952,25.3478666667,"JUP",23.04517,21.1334,25.362545,631,1120,267,23.1803716666667,1.08963861391019
"Kalrn","KALRN",3813,0.979076,4271,1.01292,3697,1.0001,0.997365333333,"KALRN",8.183236,6.663356,5.339599,1026,1189,173,6.72873033333333,0.258433823822076
"Kank1","KANK1",902,0.708774,946,0.686574,905,0.749194,0.714847333333,"KANK1",7.242498,6.517695,4.61659,622,818,182,6.12559433333333,0.240660252761091
"Kank2","KANK2",561,2.72433,587,2.63287,446,2.28179,2.54633,"KANK2",2.25905,2.453611,2.883216,253,330,101,2.531959,1.0040688467788
"Kank3","KANK3",254,3.17928,299,3.4567,229,3.01978,3.21858666667,"KANK3",26.890598,18.331968,27.240162,310,322,101,24.1542426666667,0.167708752856244
"Kank4","KANK4",2776,6.87836,2857,6.53838,2890,7.54409,6.98694333333,"KANK4",6.76225,5.852989,7.627736,503,473,132,6.74765833333333,1.03088481573422
"Kansl1","KANSL1",2058,2.35503,1995,2.10858,1974,2.37981,2.28114,"KANSL1",16.930457,14.075331,17.761548,1476,1651,373,16.2557786666667,0.190147316060459
"Kansl1l","KANSL1L",1139,1.79813,1188,1.73224,1065,1.77129,1.76722,"KANSL1L",4.834914,3.345873,3.243344,325,374,73,3.80804366666667,0.575539698024096
"Kansl2","KANSL2",1851,17.2994,1859,16.0472,1549,15.2518,16.1994666667,"KANSL2",19.985631,18.062634,23.304134,814,1156,310,20.4507996666667,0.801810045964254
"Kansl3","KANSL3",2482,11.5159,2590,11.0991,2241,10.9542,11.1897333333,"KANSL3",30.590926,20.588406,17.011669,1570,1754,433,22.7303336666667,0.513677283451879
"Kantr","KANTR",590,2.80315,587,2.57589,493,2.46766,2.61556666667,"KANTR",6.378941,4.741907,6.018386,222,343,59,5.713078,0.538585529122409
"Kars","KARS1",1618,14.0444,1653,13.2524,1495,13.6713,13.6560333333,"KARS1",47.05654,32.973006,31.536391,1247,1563,429,37.1886456666667,0.383779866435344
"Kat14","KAT14",624,2.50298,676,2.50446,614,2.59469,2.53404333333,"KAT14",12.505423,12.002252,8.36838,458,554,144,10.958685,0.295521065512638
"Kat2a","KAT2A",1145,23.02,1219,22.6359,1060,22.4517,22.7025333333,"KAT2A",13.613763,11.109949,12.886209,879,1088,265,12.5366403333333,1.75099084777584
"Kat2b","KAT2B",1353,1.98373,1358,1.83899,1149,1.7748,1.86584,"KAT2B",47.957387,54.871696,35.884579,1042,1829,292,46.2378873333333,0.0606682508846606
"Kat5","KAT5",1251,26.878,1430,28.3772,1212,27.4338,27.563,"KAT5",75.348982,55.653313,66.142056,965,1123,325,65.7147836666667,0.428135990708027
"Kat6a","KAT6A",1205,2.23382,1186,2.03068,1025,2.00184,2.08878,"KAT6A",8.81315,7.560636,3.931055,1220,1664,249,6.76828033333333,0.397614384067242
"Kat6b","KAT6B",642,0.521575,655,0.491493,597,0.510975,0.508014333333,"KAT6B",5.040308,3.986463,4.61132,709,809,160,4.54603033333333,0.27190877847699
"Kat7","KAT7",2814,12.1362,3003,11.9622,2580,11.7226,11.9403333333,"KAT7",29.816487,34.359652,26.475826,1387,1662,412,30.2173216666667,0.414524137319489
"Kat8","KAT8",448,5.21946,444,4.77777,443,5.43745,5.14489333333,"KAT8",10.236757,8.414683,11.143103,253,294,94,9.93151433333333,0.562126448903099
"Katna1","KATNA1",348,1.45387,296,1.14218,264,1.16197,1.25267333333,"KATNA1",6.414603,7.097386,11.412201,148,220,57,8.30806333333333,0.242013107631412
"Katnal1","KATNAL1",2450,6.58611,2525,6.2693,2335,6.61293,6.48944666667,"KATNAL1",27.111244,22.270831,17.00237,2142,2714,550,22.1281483333333,0.323823877239488
"Katnal2","KATNAL2",57,0.126094,61,0.124637,42,0.0978846,0.1162052,"KATNAL2",1.863317,1.898927,1.804733,47,78,9,1.855659,0.390874820838202
"Katnb1","KATNB1",1047,7.39865,1144,7.46666,1056,7.86165,7.57565333333,"KATNB1",13.732406,11.921174,13.947848,561,678,181,13.200476,0.603899005450944
"Katnbl1","KATNBL1",333,1.47544,362,1.48143,321,1.49839,1.48508666667,"KATNBL1",3.161491,2.403841,3.811268,158,193,59,3.12553333333333,0.602367370684194
"Kazald1","KAZALD1",91,3.48827,128,4.53183,102,4.1192,4.04643333333,"KAZALD1",5.020197,4.596834,7.715286,135,187,66,5.777439,0.744592955145742
"Kazn","KAZN",1135,1.28574,1219,1.27543,1155,1.37843,1.3132,"KAZN",37.148718,50.678528,30.206522,1892,3020,610,39.3445893333333,0.0573360650888767
"Kbtbd11","KBTBD11",2450,17.0452,2672,17.1699,2342,17.1659,17.127,"KBTBD11",79.654214,46.332948,42.017779,1471,1693,389,56.001647,0.318008355091915
"Kbtbd12","KBTBD12",41,0.0685456,37,0.0571337,26,0.0457945,0.0571579333333,"KBTBD12",0.075672,0.007428,0.346224,3,1,1,0.143108,0.924810195828653
"Kbtbd13","KBTBD13",2,0.104553,2,0.0965676,2,0.110149,0.103756533333,"KBTBD13",0.03213,0.075302,0,2,7,0,0.0358106666666667,1.06559680147434
"Kbtbd2","KBTBD2",2191,16.7601,2211,15.6213,2016,16.2469,16.2094333333,"KBTBD2",31.884889,49.967498,26.011006,871,1163,275,35.9544643333333,0.465692945189762
"Kbtbd3","KBTBD3",581,4.11765,608,3.97989,523,3.90498,4.00084,"KBTBD3",5.110631,4.169477,3.634958,228,285,50,4.305022,0.942661500744012
"Kbtbd4","KBTBD4",608,13.7022,659,13.7173,515,12.2275,13.2156666667,"KBTBD4",14.101029,10.900548,11.946605,383,481,129,12.3160606666667,1.06755796797211
"Kbtbd6","KBTBD6",86,4.47318,88,4.22762,59,3.23306,3.97795333333,"KBTBD6",0.176414,0.177006,0.181448,10,16,3,0.178289333333333,4.22472918366117
"Kbtbd6","KBTBD7",86,4.47318,88,4.22762,59,3.23306,3.97795333333,"KBTBD6",0.176414,0.177006,0.181448,10,16,3,0.178289333333333,4.22472918366117
"Kbtbd8","KBTBD8",246,3.0421,210,2.39857,176,2.29295,2.57787333333,"KBTBD8",2.602852,1.55783,0.812989,103,160,24,1.65789033333333,1.34613279128146
"Kcmf1","KCMF1",2293,6.04584,2230,5.43065,2070,5.74999,5.74216,"KCMF1",41.537646,39.452993,45.294111,1102,1445,338,42.0949166666667,0.156449078487602
"Kcna1","KCNA1",6177,160.108,6307,150.992,6011,164.144,158.414666667,"KCNA1",43.975044,40.584636,23.528643,3732,5262,622,36.029441,4.30507894156436
"Kcna10","KCNA10",7,0.0857779,12,0.135817,5,0.0645493,0.0953814,"KCNA10",0.050934,0.051146,0,2,3,0,0.0340266666666667,1.05933573602228
"Kcna2","KCNA2",16543,185.254,16690,172.626,15520,183.1,180.326666667,"KCNA2",45.08643,35.996876,29.473894,11758,14081,2435,36.8524,4.79036115720536
"Kcna3","KCNA3",24,1.95847,27,2.035,15,1.28956,1.76101,"KCNA3",1.409072,0.948529,0.706208,51,52,8,1.02126966666667,1.36597805108967
"Kcna4","KCNA4",685,13.5196,691,12.5964,593,12.3303,12.8154333333,"KCNA4",3.878967,2.236188,1.119242,145,122,23,2.41146566666667,4.0497061038281
"Kcna5","KCNA5",76,4.12155,73,3.6565,78,4.45642,4.07815666667,"KCNA5",1.185619,0.868904,0.363784,73,81,7,0.806102333333333,2.81166607946172
"Kcna6","KCNA6",6636,31.8422,6653,29.4855,5802,29.3304,30.2193666667,"KCNA6",29.66781,23.748514,23.466721,1836,2203,468,25.6276816666667,1.17244028441955
"Kcna7","KCNA7",1,0.0377546,1,0.034871,2,0.0795506,0.0507254,"KCNA7",0.023539,0,0,1,0,0,0.00784633333333333,1.04254524251217
"Kcnab1","KCNAB1",5899,2.13408,6014,2.00951,5604,2.13586,2.09315,"KCNAB1",64.850334,53.564144,68.250338,2451,3282,743,62.2216053333333,0.0489255213260007
"Kcnab2","KCNAB2",21226,37.794,23153,38.0765,20844,39.1003,38.3236,"KCNAB2",149.887962,128.534693,127.185825,8013,10422,2826,135.202826666667,0.288713538201655
"Kcnab3","KCNAB3",47,1.07514,70,1.47897,50,1.20498,1.25303,"KCNAB3",46.798219,34.053696,59.783511,1771,1948,630,46.8784753333333,0.0470572628788667
"Kcnb1","KCNB1",8172,13.4665,8268,12.5841,7691,13.3522,13.1342666667,"KCNB1",9.227972,6.991225,7.061464,1488,1577,339,7.76022033333333,1.6134601789544
"Kcnc1","KCNC1",2059,7.57144,1966,6.6773,2063,7.99218,7.41364,"KCNC1",70.860107,56.790033,52.671503,4777,5136,1229,60.1072143333333,0.137686525098403
"Kcnc2","KCNC2",1071,0.848522,1119,0.818839,895,0.747035,0.804798666667,"KCNC2",17.65519,14.29089,8.815078,1259,1436,278,13.5870526666667,0.123726067760844
"Kcnc3","KCNC3",2617,28.8256,2585,26.2985,2465,28.6046,27.9095666667,"KCNC3",139.398508,114.343167,119.080121,10260,13270,3214,124.273932,0.230770809259024
"Kcnc4","KCNC4",4829,35.2708,5183,34.965,4913,37.805,36.0136,"KCNC4",15.941901,11.463784,14.41298,1267,1376,362,13.939555,2.47755706244262
"Kcnd1","KCND1",6834,66.3268,6873,61.6106,6444,65.8891,64.6088333333,"KCND1",4.340231,3.89674,3.760758,469,635,141,3.999243,13.1237536029555
"Kcnd2","KCND2",86,0.0259535,105,0.0292673,97,0.0308399,0.0286869,"KCND2",10.974288,7.232344,8.106632,1197,1216,276,8.771088,0.105278644507142
"Kcnd3","KCND3",6028,4.22063,6149,3.97652,5667,4.18024,4.12579666667,"KCND3",5.542854,4.045589,15.173087,827,867,156,8.25384333333333,0.553910033056896
"Kcne1","KCNE1B",1,0.011508,2,0.0212582,1,0.012124,0.0149634,"KCNE1",0,0,0,0,0,0,0,1.0149634
"Kcne1","KCNE1B",1,0.011508,2,0.0212582,1,0.012124,0.0149634,"KCNE1B",0,0,0,0,0,0,0,1.0149634
"Kcne1","KCNE1",1,0.011508,2,0.0212582,1,0.012124,0.0149634,"KCNE1",0,0,0,0,0,0,0,1.0149634
"Kcne1","KCNE1",1,0.011508,2,0.0212582,1,0.012124,0.0149634,"KCNE1B",0,0,0,0,0,0,0,1.0149634
"Kcne1l","KCNE5",29,2.91708,21,1.95104,18,1.90751,2.25854333333,"KCNE5",5.264342,5.599633,6.726372,163,265,65,5.863449,0.474767618048885
"Kcne2","KCNE2",5,0.135176,3,0.074911,6,0.170893,0.126993333333,"KCNE2",0.154958,0.020776,0.196929,5,1,2,0.124221,1.00246600386668
"Kcne3","KCNE3",8,0.148383,13,0.222707,6,0.117244,0.162778,"KCNE3",0,0.037735,0,0,1,0,0.0125783333333333,1.14833387375792
"Kcne4","KCNE4",43,2.04035,50,2.1913,52,2.59946,2.27703666667,"KCNE4",0.410107,0.554273,0.336176,22,37,6,0.433518666666667,2.28600906487673
"Kcnf1","KCNF1",108,3.50022,131,3.92137,90,3.07297,3.49818666667,"KCNF1",1.035078,0.525307,0.387869,110,84,13,0.649418,2.72713567250388
"Kcng1","KCNG1",78,0.559959,95,0.629912,119,0.90002,0.696630333333,"KCNG1",1.801008,1.385385,2.036058,92,146,45,1.740817,0.619023573384505
"Kcng2","KCNG2",249,0.554405,243,0.499723,242,0.567659,0.540595666667,"KCNG2",2.454807,0.40186,0.295378,28,33,5,1.05068166666667,0.751260271991021
"Kcng3","KCNG3",242,0.817619,319,0.995454,293,1.04291,0.951994333333,"KCNG3",0.04463,0.029758,0.047872,3,3,1,0.0407533333333333,1.87555905017487
"Kcng4","KCNG4",313,4.10759,336,4.07264,288,3.98179,4.05400666667,"KCNG4",21.663161,23.543764,28.583555,1816,2999,756,24.5968266666667,0.197446610569565
"Kcnh1","KCNH1",1833,0.890766,1874,0.841135,1740,0.890829,0.874243333333,"KCNH1",3.349036,2.26961,3.197031,518,530,132,2.938559,0.47587032042252
"Kcnh2","KCNH2",2133,10.3405,2236,10.0119,1912,9.76521,10.0392033333,"KCNH2",48.225741,41.745437,60.277055,1928,2449,700,50.0827443333333,0.216104351427661
"Kcnh3","KCNH3",30,0.259301,44,0.351262,41,0.373346,0.327969666667,"KCNH3",0.460567,0.122874,0,11,12,0,0.194480333333333,1.11175515377566
"Kcnh4","KCNH4",11,0.087254,4,0.0293054,9,0.0752106,0.0639233333333,"KCNH4",0.121484,0.063671,0.038594,10,8,1,0.074583,0.990080183041515
"Kcnh5","KCNH5",296,0.164012,268,0.137156,304,0.17746,0.159542666667,"KCNH5",1.776559,1.011701,0.77155,154,132,21,1.18660333333333,0.530294017662249
"Kcnh6","KCNH6",2828,16.6098,2714,14.7228,2166,13.4026,14.9117333333,"KCNH6",0.869858,0.56659,0.83748,63,63,19,0.757976,9.05116641711832
"Kcnh7","KCNH7",6764,2.1387,7179,2.09655,6457,2.15091,2.12872,"KCNH7",2.336945,1.843441,1.737784,622,762,146,1.97272333333333,1.05247601245547
"Kcnh8","KCNH8",212,0.0873985,208,0.0792002,192,0.0833899,0.0833295333333,"KCNH8",1.002472,0.453455,0.397962,70,51,8,0.617963,0.669563848699445
"Kcnip1","KCNIP1",10514,4.48545,12540,4.94117,11968,5.37902,4.93521333333,"KCNIP1",26.364655,17.835148,21.831049,823,820,195,22.010284,0.25793742195142
"Kcnip2","KCNIP2",2579,16.525,2822,16.7009,2452,16.5521,16.5926666667,"KCNIP2",7.155732,3.192295,3.518696,234,169,38,4.622241,3.12911998377515
"Kcnip3","KCNIP3",5846,13.8322,6381,13.9449,5436,13.5505,13.7758666667,"KCNIP3",17.348809,13.000357,18.064737,1004,1143,329,16.1379676666667,0.862171463623371
"Kcnip4","KCNIP4",5796,0.792308,6204,0.783308,5638,0.81196,0.795858666667,"KCNIP4",19.355415,12.742848,16.157306,843,838,226,16.0851896666667,0.105112012316184
"Kcnj10","KCNJ10",2107,9.94724,2064,9,1727,8.58963,9.17895666667,"KCNJ10",141.360508,137.5616,130.739452,17128,24796,4996,136.553853333333,0.0739997929538433
"Kcnj11","KCNJ11",162,3.69111,206,4.33515,167,4.00869,4.01165,"KCNJ11",13.547592,10.455564,15.921665,548,656,184,13.3082736666667,0.350262380826236
"Kcnj12","KCNJ18",872,2.78666,927,2.73616,887,2.98631,2.83637666667,"KCNJ18",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,0.876007818143318
"Kcnj12","KCNJ18",872,2.78666,927,2.73616,887,2.98631,2.83637666667,"KCNJ12",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,0.876007818143318
"Kcnj12","KCNJ12",872,2.78666,927,2.73616,887,2.98631,2.83637666667,"KCNJ18",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,0.876007818143318
"Kcnj12","KCNJ12",872,2.78666,927,2.73616,887,2.98631,2.83637666667,"KCNJ12",3.607656,3.131286,3.399217,165,217,49,3.37938633333333,0.876007818143318
"Kcnj13","KCNJ13",25,0.463754,33,0.5654,28,0.547204,0.525452666667,"KCNJ13",0,0.084645,0,0,3,0,0.028215,1.48359308769761
"Kcnj14","KCNJ14",42,0.783225,45,0.775076,26,0.510804,0.689701666667,"KCNJ14",7.394432,9.449553,12.32346,422,814,221,9.72248166666667,0.157584943410986
"Kcnj15","KCNJ15",7,0.0254423,17,0.0570693,18,0.0689247,0.0504787666667,"KCNJ15",0.01364,0.034592,0.057989,1,5,1,0.035407,1.01455636929893
"Kcnj16","KCNJ16",154,0.398795,124,0.296583,91,0.248264,0.314547333333,"KCNJ16",21.847714,21.344963,17.167265,1156,1575,341,20.1199806666667,0.0622418814714035
"Kcnj2","KCNJ2",116,1.68927,158,2.12517,101,1.54955,1.78799666667,"KCNJ2",1.580859,1.480485,1.012839,185,263,37,1.358061,1.18232593078381
"Kcnj3","KCNJ3",953,0.91206,1043,0.921955,862,0.869124,0.901046333333,"KCNJ3",13.032615,11.443092,11.07951,1123,1513,288,11.851739,0.147921330594482
"Kcnj4","KCNJ4",131,0.944462,130,0.865668,131,0.995013,0.935047666667,"KCNJ4",0.022384,0.029184,0.142067,1,2,2,0.064545,1.81772275166104
"Kcnj6","KCNJ6",177,0.1103,197,0.113387,201,0.13196,0.118549,"KCNJ6",3.344938,2.005853,1.578824,180,168,26,2.30987166666667,0.337943314015699
"Kcnj8","KCNJ8",32,0.732766,35,0.74025,39,0.940858,0.804624666667,"KCNJ8",2.041495,1.23174,2.266679,100,94,35,1.846638,0.633949475369541
"Kcnj9","KCNJ9",37,0.651251,45,0.731567,49,0.90863,0.763816,"KCNJ9",5.359227,3.95607,5.124518,456,488,138,4.81327166666667,0.303411934128888
"Kcnk1","KCNK1",1577,6.89167,1622,6.54694,1708,7.86366,7.10075666667,"KCNK1",38.760177,33.997039,39.525494,1536,2105,472,37.42757,0.210805852846537
"Kcnk10","KCNK10",438,0.456638,450,0.433317,381,0.418473,0.436142666667,"KCNK10",1.933717,1.660298,1.365271,265,314,58,1.65309533333333,0.54130835353837
"Kcnk12","KCNK12",305,0.906977,269,0.738828,282,0.883465,0.84309,"KCNK12",3.182957,3.274088,3.125085,107,164,32,3.19404333333333,0.439454210058233
"Kcnk13","KCNK13",467,0.738233,490,0.71543,476,0.792733,0.748798666667,"KCNK13",4.720508,6.227961,5.354162,311,617,111,5.43421033333333,0.271796937940792
"Kcnk16","KCNK16",22,0.436426,18,0.329804,8,0.167195,0.311141666667,"KCNK16",0,0.015068,0,0,1,0,0.00502266666666667,1.30458915022845
"Kcnk18","KCNK18",306,2.61516,341,2.6917,306,2.75513,2.68733,"KCNK18",0,0.008768,0,0,1,0,0.00292266666666667,3.67658456883349
"Kcnk2","KCNK2",733,0.585396,738,0.544374,589,0.49557,0.54178,"KCNK2",6.637364,4.6439,6.024825,357,436,113,5.76869633333333,0.227780938023073
"Kcnk3","KCNK3",597,2.49743,662,2.55783,411,1.81136,2.28887333333,"KCNK3",7.192936,7.910824,8.942344,597,860,211,8.015368,0.364807441396735
"Kcnk4","KCNK4",446,6.56144,432,5.87007,417,6.46315,6.29822,"KCNK4",6.159968,3.730584,5.451617,124,131,48,5.11405633333333,1.19367889370118
"Kcnk5","KCNK5",133,0.494403,175,0.600845,118,0.462121,0.519123,"KCNK5",1.153312,0.97569,0.65972,34,81,11,0.929574,0.787284136291223
"Kcnk6","KCNK6",23,0.337092,27,0.365493,17,0.262491,0.321692,"KCNK6",0.766723,0.69305,0.976399,61,92,19,0.812057333333333,0.729387517539916
"Kcnk7","KCNK7",2,0.113167,1,0.052262,6,0.357673,0.174367333333,"KCNK7",0.086259,0.288814,0.348262,2,8,2,0.241111666666667,0.946222136874335
"Kcnk9","KCNK9",102,0.349848,106,0.335799,97,0.350506,0.345384333333,"KCNK9",16.728772,13.148841,13.623465,4703,5506,1207,14.5003593333333,0.0867969770507041
"Kcnma1","KCNMA1",3051,0.653107,3016,0.596305,2715,0.612289,0.620567,"KCNMA1",10.813494,8.275479,6.959257,2297,2572,464,8.68274333333333,0.167366514242004
"Kcnmb1","KCNMB1",894,13.0546,1035,13.9592,859,13.2148,13.4095333333,"KCNMB1",0.341784,0.15812,0.311804,31,22,9,0.270569333333333,11.3410051346798
"Kcnmb2","AC117457.1",195,0.101674,209,0.100651,181,0.0994257,0.100583566667,"",6.124239,2.56099,0.65182,67,72,7,3.11234966666667,0.267628887589001
"Kcnmb2","AC117457.1",195,0.101674,209,0.100651,181,0.0994257,0.100583566667,"KCNMB2",6.124239,2.56099,0.65182,67,72,7,3.11234966666667,0.267628887589001
"Kcnmb2","KCNMB2",195,0.101674,209,0.100651,181,0.0994257,0.100583566667,"",6.124239,2.56099,0.65182,67,72,7,3.11234966666667,0.267628887589001
