"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"ARNTL","Arntl",0.178025,0.111693,0.128998,14,8,8,0.139572,4.487106,2.516762,2.919274,52,45,29,83.3916433333333,0.0135033749194677
"ARNTL2","Arntl2",0.858005,0.510589,0.59703,34,27,13,0.655208,1.1822,0.738919,0.58235,96,82,68,2.60855133333333,0.458690440318894
"ARPC1A","Arpc1a",20.15501,15.916397,25.217812,384,337,322,20.4297396666667,93.363959,94.040708,89.821737,2086,1761,1698,8.202577,2.32866724903977
"ARPC1B","Arpc1b",23.633592,30.247058,16.464546,383,379,258,23.4483986666667,81.400312,70.939159,62.716976,1074,884,746,3.20297033333333,5.81693343699547
"ARPC2","Arpc2",21.204082,24.145132,24.22416,864,928,701,23.1911246666667,239.948224,252.262029,225.559043,1810,1776,1454,49.581702,0.478258415793653
"ARPC3","Arpc3",25.738086,25.034787,24.562599,456,418,306,25.111824,128.202725,125.331543,115.885149,738,809,657,0.283694333333333,20.3411539039797
"ARPC4","Arpc4",9.025029,10.595884,9.791036,249,282,204,9.803983,48.578897,40.880703,32.917844,892,794,690,53.192686,0.199362382591629
"ARPC5","Arpc5",4.779132,5.054112,5.814568,269,270,230,5.21593733333333,16.696487,14.011802,12.09812,344,350,261,59.004963,0.103590386904052
"ARPC5L","Arpc5l",22.969624,30.021204,23.942386,626,565,459,25.6444046666667,18.37747,17.494083,17.368545,476,437,428,60.0006353333333,0.436788969837287
"ARPP19","Arpp19",181.525479,144.142317,185.642756,614,566,445,170.436850666667,290.337039,197.064697,171.39555,1244,1207,1075,3.27400366666667,40.1115357021609
"ARPP21","Arpp21",0.308586,1.192692,0.089457,8,17,6,0.530245,0.125237,0.016446,0,3,1,0,4.04041033333333,0.303595322364958
"ARR3","Arr3",0,0,0.073592,0,0,1,0.0245306666666667,0.284482,0,0,5,0,0,2.26756166666667,0.313545931548346
"ARRB1","Arrb1",2.930246,2.783603,3.711063,266,302,246,3.14163733333333,8.129203,3.925145,8.10783,469,263,247,5.48000666666667,0.639140906233636
"ARRB2","Arrb2",4.288509,2.756554,3.073497,82,68,48,3.37285333333333,0.935565,1.528129,0.897862,30,45,25,12.2995883333333,0.328796141935722
"ARRDC1","Arrdc1",1.700256,3.309565,0.721919,37,28,16,1.91058,13.880246,17.487779,12.382451,334,367,253,53.1792066666667,0.0537213477101486
"ARRDC2","Arrdc2",6.869966,10.241426,2.600818,175,172,45,6.57073666666667,1.410116,1.086786,1.094863,31,19,22,2.63330066666667,2.08370772507863
"ARRDC3","Arrdc3",8.088515,6.517434,6.750573,605,433,378,7.11884066666667,15.678915,5.497186,7.020536,326,388,238,12.3315476666667,0.608994609603091
"ARRDC4","Arrdc4",0.7826,0.720868,1.35927,96,85,93,0.954246,6.672705,5.478983,3.775637,518,435,295,14.4240766666667,0.12670100403633
"ARRDC5","Arrdc5",0.069115,0.07434,0.096487,2,2,2,0.0799806666666667,0,0,0,0,0,0,0.0116343333333333,1.06756031411877
"ARSA","Arsa",1.632945,1.399204,1.818654,132,113,77,1.61693433333333,9.567919,8.470341,5.854177,469,418,308,3.32745566666667,0.604728167059212
"ARSB","Arsb",0.815607,0.784599,1.243654,108,99,116,0.947953333333333,4.330218,3.428719,2.74907,387,282,262,8.17979966666667,0.212199983013427
"ARSG","Arsg",0.389442,0.190327,0.250454,13,16,14,0.276741,2.630917,2.520721,2.126285,195,175,161,10.976001,0.106608291031372
"ARSI","Arsi",0.169584,0.143625,0.17156,17,14,12,0.161589666666667,0.104074,0.078482,0.195819,6,5,2,0.623154,0.715637374313631
"ARSJ","Arsj",0.016163,0.04349,0.044869,2,5,4,0.0348406666666667,3.107711,1.524235,1.721677,147,113,112,15.050253,0.0644750376624385
"ARSK","Arsk",1.66907,1.474551,0.794669,72,61,40,1.31276333333333,1.198658,0.584861,0.83552,42,36,38,0.338183666666667,1.72828542967819
"ART1","Art1",29.120605,38.381168,37.704656,1263,1649,1179,35.0688096666667,0,0,0,0,0,0,0.360122333333333,26.5187981865357
"ART3","Art3",567.54,501.843757,569.107251,2577,2490,1994,546.163669333333,3.369878,8.769966,4.183535,22,24,22,28.8773296666667,18.3136737934043
"ART4","Art4",2.840834,2.678604,2.877923,225,197,165,2.79912033333333,0.206332,0.020354,0.010338,3,2,1,43.0528903333333,0.0862399789114102
"ART5","Art5",7.26677,4.634032,5.511834,159,132,118,5.804212,1.240118,0.871758,0.775561,25,14,13,16.3940593333333,0.391180222488988
"ARTN","Artn",0,0,0,0,0,0,0,0.492266,0,0.051938,6,0,1,4.63589133333333,0.177434223063444
"ARV1","Arv1",0.777741,0.442046,0.984292,21,11,21,0.734693,8.81615,11.714385,9.459818,203,257,219,13.155865,0.122542352586719
"ARVCF","Arvcf",3.704992,3.216775,4.939672,173,158,149,3.953813,34.190975,16.876026,33.565445,1017,652,666,0.053847,4.70069469287288
"ARX","Arx",0,0,0,0,0,0,0,0,0,0,0,0,0,5.81802933333333,0.146669946858545
"AS3MT","As3mt",13.297641,12.365279,12.217097,512,493,398,12.6266723333333,11.695358,10.127186,8.963928,445,401,385,0.0698826666666667,12.736604450083
"ASAH1","Asah1",8.316108,8.618761,10.703426,328,346,326,9.212765,297.525014,255.376081,227.799242,7045,6523,5596,0.430122,7.14118445838886
"ASAH2","Asah2",3.064281,3.689967,3.038664,250,232,208,3.264304,0.667889,1.749747,0.300199,17,27,11,6.59065666666667,0.561783280058774
"ASAP1","Asap1",14.430897,7.205847,16.682588,290,286,232,12.7731106666667,24.381107,10.513306,7.512384,1213,811,627,0.288012666666667,10.6933037408017
"ASAP2","Asap2",1.644324,1.614244,1.678777,277,259,197,1.64578166666667,10.854074,4.772176,3.851981,477,392,214,6.35261233333333,0.359842399778365
"ASAP3","Asap3",0.946556,0.904623,1.197918,140,127,126,1.01636566666667,16.969272,12.010316,10.287334,700,517,418,1.69007766666667,0.749556673270772
"ASB1","Asb1",1.204232,1.957291,1.588181,219,251,224,1.58323466666667,19.437249,18.406173,13.178527,604,439,389,1.74068433333333,0.942550966285428
"ASB10","Asb10",10.275436,11.183274,13.48098,762,779,686,11.6465633333333,1.123839,0.764755,0.290399,34,26,10,266.840125333333,0.0472168362286808
"ASB11","Asb11",28.860479,24.98694,21.626524,1217,986,661,25.157981,1.838922,0.994973,1.006037,81,47,46,27.215872,0.927066191681051
"ASB12","Asb12",1.588714,1.772964,2.575779,56,58,66,1.97915233333333,0.666194,0.350529,0.398437,16,8,9,0.015608,2.93336832058563
"ASB13","Asb13",1.879848,1.909917,1.851421,149,124,89,1.88039533333333,3.727082,3.194073,2.402292,121,102,66,12.4070656666667,0.214841592108758
"ASB14","Asb14",24.218226,25.784236,31.873018,805,778,749,27.2918266666667,0.211347,0.159605,0.068025,13,10,4,4.62507133333333,5.02959429136721
"ASB15","Asb15",6.22289,5.804531,6.995019,848,685,665,6.34081333333333,0.172494,0.033944,0.182111,10,3,1,8.649231,0.760766669730814
"ASB16","Asb16",0.095743,0.086328,0.151694,9,8,10,0.111255,2.074402,1.407429,0.869774,97,56,30,20.824572,0.0509176079146019
"ASB17","Asb17",0.013104,0,0,1,0,0,0.004368,0,0,0,0,0,0,0.471541,0.682528043731027
"ASB18","Asb18",3.33589,2.621316,3.010425,284,217,200,2.98921033333333,0.12043,0.067585,0.27135,3,5,10,0.0560956666666667,3.77731910019515
"ASB2","Asb2",86.895653,94.029573,97.779078,3528,4011,3010,92.9014346666667,130.397366,86.18076,78.972535,5108,3862,3325,0.670303666666667,56.2181814843648
"ASB4","Asb4",0.565173,0.413952,0.488395,58,42,38,0.489173333333333,0.109257,0.065721,0.04037,8,5,3,3.15953966666667,0.358013975745233
"ASB5","Asb5",4.040441,4.105664,5.894731,180,164,180,4.68027866666667,0.070639,0.149099,0.042879,3,3,2,20.4540906666667,0.264764363818605
"ASB6","Asb6",0.879177,0.904312,0.889609,56,59,56,0.891032666666667,2.835342,1.720606,1.559584,212,137,126,0.0505733333333333,1.80000063457414
"ASB7","Asb7",0.870635,0.984418,1.677664,105,90,75,1.17757233333333,1.46067,1.133667,1.000439,137,109,95,15.8098326666667,0.129541582983832
"ASB8","Asb8",11.649514,12.967986,14.35192,770,774,658,12.9898066666667,43.114206,13.396206,19.542291,437,334,338,49.7908023333333,0.275439765153805
"ASB9","Asb9",0,0,0,0,0,0,0,0.700042,0.218793,0,5,4,0,6.02728866666667,0.142302393915226
"ASCC1","Ascc1",4.033038,3.309358,4.253654,171,131,131,3.86535,21.388599,17.915711,19.094322,352,323,299,0.780014666666667,2.73332017488994
"ASCC2","Ascc2",2.179794,2.034281,1.789756,287,260,172,2.001277,123.967049,95.034183,59.167275,835,639,528,4.53012633333333,0.542714003097819
"ASCC3","Ascc3",1.412453,1.823482,2.631528,191,215,173,1.955821,8.633864,10.87613,9.344499,489,417,286,29.680871,0.0963408437785225
"ASCL1","Ascl1",0,0,0.019081,0,0,1,0.00636033333333333,0,0,0,0,0,0,0.617289,0.622251393123513
"ASCL2","Ascl2",0.021262,0,0,1,0,0,0.00708733333333333,0.026683,0,0,1,0,0,98.9902506666667,0.0100718552720767
"ASCL3","Ascl3",0,0.063472,0,0,1,0,0.0211573333333333,0,0,0,0,0,0,0.152709666666667,0.885875570286707
"ASF1A","Asf1a",6.49004,6.995801,8.899606,140,124,105,7.46181566666667,8.094888,7.068881,5.778384,237,275,196,0.352223666666667,6.2577041618608
"ASF1B","Asf1b",0.195994,0.478525,0.076026,9,8,3,0.250181666666667,4.327803,3.172785,3.107031,148,103,100,73.2966026666667,0.0168269021973405
"ASGR1","Asgr1",0.02977,0,0,1,0,0,0.00992333333333333,1.255186,1.170521,1.053763,31,24,24,40.257346,0.0244786306257638
"ASGR2","Asgr2",0.024229,0,0.068012,1,0,1,0.030747,0,0,0,0,0,0,0.951996666666667,0.528047520572952
"ASH1L","Ash1l",2.53291,2.830246,2.994621,949,980,811,2.78592566666667,7.569621,3.704408,2.307236,610,318,329,0.082887,3.49614102548712
"ASH2L","Ash2l",3.986102,4.210887,3.987196,266,275,198,4.061395,33.535912,16.55768,15.024294,644,491,423,0.245474333333333,4.06382922918524
"ASIC1","Asic1",0.45886,0.445736,0.47438,43,39,31,0.459658666666667,1.453966,0.893803,1.074822,61,62,57,35.34993,0.0401557490390399
"ASIC2","Asic2",0,0,0,0,0,0,0,0,0,0,0,0,0,4.457391,0.183237741257682
"ASIC3","Asic3",0,0.021142,0.132039,0,1,2,0.0510603333333333,10.696621,7.771813,9.073986,170,116,113,5.45981233333333,0.162707564724404
"ASIC4","Asic4",0,0,0,0,0,0,0,0.135293,0.238129,0.477661,8,6,8,0.748066666666667,0.572060562144846
"ASIC5","Asic5",0,0,0,0,0,0,0,0,0,0,0,0,0,21.6137553333333,0.0442208728828852
"ASL","Asl",1.232806,4.668096,2.172687,36,38,40,2.69119633333333,29.628104,15.598314,14.973515,143,113,93,6.88993233333333,0.46783624718032
"ASMT","Asmt",0,0,0,0,0,0,0,0.15591,0.204535,0.346994,4,5,8,6.803776,0.128143093804845
"ASNS","Asns",0.575815,0.899172,0.589186,9,25,12,0.688057666666667,5.022434,5.507234,2.821585,125,114,71,3.437854,0.380377017059747
"ASNSD1","Asnsd1",9.904778,11.148876,11.021954,726,755,572,10.6918693333333,6.013604,5.919881,4.085389,207,222,122,0,11.6918693333333
"ASPA","Aspa",0.345302,0.681346,0.571997,21,21,14,0.532881666666667,0.12343,0.028998,0.009128,14,3,1,0.003498,1.52753833756188
"ASPDH","Aspdh",0.078973,0.138626,0.058336,1,2,1,0.0919783333333333,0.675928,0,0,1,0,0,24.0635946666667,0.0435683048603403
"ASPG","Aspg",0.058576,0.162209,0.175702,2,1,2,0.132162333333333,26.043084,24.63976,10.416184,311,236,182,2.21606066666667,0.352033885762105
"ASPH","Asph",37.738473,38.088735,32.810166,2216,2004,1796,36.212458,90.996237,49.649712,46.183058,1798,1369,1267,7.141711,4.57059431365225
"ASPHD1","Asphd1",0.116465,0.020312,0,6,1,0,0.0455923333333333,0.83405,0.506137,0.054876,7,6,2,12.4304343333333,0.0778524586310847
"ASPHD2","Asphd2",0.130526,0.166178,0.230161,7,5,5,0.175621666666667,0.13705,0.129163,0.139229,10,9,10,0.115343666666667,1.05404432893778
"ASPM","Aspm",0.061759,0.236687,0.034487,20,12,8,0.110977666666667,0.921767,1.762517,0.911601,126,176,75,0.070191,1.03811157696773
"ASPN","Aspn",4.528726,5.06221,5.44798,322,310,280,5.012972,0.082816,0.030534,0,3,1,0,0.353966,4.44100664270742
"ASPRV1","Asprv1",0,0,0.058237,0,0,2,0.0194123333333333,0.327305,0.36876,0.303685,15,16,13,0.833845,0.555887947636432
"ASPSCR1","Aspscr1",23.32442,54.820497,21.754498,189,213,129,33.299805,12.921489,13.845162,9.878922,284,231,214,6.28763633333333,4.70657472891645
"ASRGL1","Asrgl1",9.926943,15.590737,9.663549,573,497,455,11.7270763333333,2.206865,2.971183,1.035434,50,47,31,4.15613,2.46833891568547
"ASS1","Ass1",1.269642,0.850365,1.47845,37,21,25,1.19948566666667,48.225269,44.759104,41.10582,462,409,371,50.863451,0.0424091653034556
"ASTE1","Aste1",1.828657,1.312266,1.384824,57,50,38,1.50858233333333,4.200968,4.084396,2.023463,46,30,28,16.1880716666667,0.145949026859034
"ASTL","Astl",0,0,0,0,0,0,0,0,0,0,0,0,0,9.05620766666667,0.0994410649766812
"ASTN1","Astn1",0.114449,0.465825,0.636433,14,23,15,0.405569,0.012509,0.012903,0.019818,2,1,3,0.828670333333333,0.768628972854776
"ASTN2","Astn2",0.099615,0.148008,0.214607,15,23,23,0.154076666666667,1.034297,1.613415,1.008773,47,56,40,3.69559866666667,0.245778387079645
"ASXL1","Asxl1",2.107698,1.614801,1.861558,411,353,306,1.86135233333333,14.537633,6.431254,4.765973,899,637,538,16.476959,0.163721407902447
"ASXL2","Asxl2",1.638784,1.69787,1.738139,352,307,259,1.69159766666667,4.06793,1.155966,0.837493,371,248,178,102.43435,0.0260222804771013
"ASXL3","Asxl3",0.022749,0.016808,0.02538,9,4,7,0.0216456666666667,1.031544,0.542755,0.447446,70,67,42,22.0858513333333,0.0442541906692229
"ASZ1","Asz1",0,0,0,0,0,0,0,0.058637,0.048719,0,2,2,0,15.0770786666667,0.0622003549732792
"ATAD1","Atad1",24.14975,24.261866,30.259506,995,930,834,26.2237073333333,18.134031,16.96403,14.340348,915,954,755,0.0152086666666667,26.8158736496208
"ATAD2","Atad2",0.567928,0.292076,0.473895,63,43,50,0.444633,6.552637,4.603577,3.68825,627,455,370,43.875299,0.032192164335217
"ATAD5","Atad5",0.121023,0.087596,0.112918,23,16,15,0.107179,0.496283,0.336746,0.239741,59,44,30,3.175411,0.265166471037222
"ATAT1","Atat1",0.937098,0.84498,1.358969,42,42,50,1.04701566666667,6.365911,5.028838,3.20121,176,149,119,49.8352063333333,0.0402676769568733
"ATCAY","Atcay",0.495443,0.312137,0.307611,63,37,28,0.371730333333333,1.376216,1.448445,0.910163,54,57,28,2.03190366666667,0.45243203087697
"ATE1","Ate1",4.657482,4.616128,5.242745,512,503,407,4.838785,20.213236,9.833209,7.313509,347,298,237,45.253093,0.12623555791177
"ATF1","Atf1",17.526192,21.971951,25.555675,354,387,312,21.684606,9.140572,5.09247,6.410053,126,88,113,5.94807666666667,3.26487560346436
"ATF2","Atf2",3.955396,4.330493,5.335566,329,333,285,4.540485,8.700738,4.812554,3.811631,216,179,148,3.23699166666667,1.30764595162842
"ATF3","Atf3",1.375417,2.393589,2.470161,43,59,75,2.07972233333333,44.878193,29.836885,32.374767,1140,786,878,0.017566,3.02655781869022
"ATF4","Atf4",8.412229,11.971726,8.934783,448,486,348,9.77291266666667,819.002903,732.518054,633.199166,1883,1699,1556,0.00452633333333333,10.7243705905835
"ATF5","Atf5",5.384477,5.175044,4.983524,310,278,195,5.181015,55.964741,83.77999,19.511966,154,214,137,4.47722933333333,1.12849300692662
"ATF6","Atf6",7.055606,6.618399,6.336326,1713,1489,1105,6.67011033333333,3.061806,2.567137,2.592848,451,367,302,6.98954233333333,0.96001873615873
"ATF6B","Atf6b",2.837476,6.356189,3.518108,137,163,126,4.23725766666667,17.48038,15.672296,11.473274,708,651,500,30.3975966666667,0.166804412524568
"ATF7","Atf7",6.540282,6.974653,6.818684,588,491,438,6.777873,8.528492,8.000502,5.603306,321,287,196,419.499937333333,0.0184967280835393
"ATF7IP","Atf7ip",29.873767,28.386573,14.5496,866,761,696,24.26998,11.37875,6.105159,5.939405,743,574,430,0.0718626666666667,23.5757628153856
"ATF7IP2","Atf7ip2",0,0,0,0,0,0,0,8.926519,16.221791,7.491009,185,288,175,14.9379103333333,0.0627434826200867
"ATG10","Atg10",6.484354,6.471163,6.334323,167,159,122,6.42994666666667,8.358973,4.66674,5.30652,154,129,111,0,7.42994666666667
"ATG101","Atg101",3.348161,3.201846,3.132872,128,115,85,3.22762633333333,13.848425,11.751594,9.583958,344,268,231,6.99967933333333,0.528474474685194
"ATG12","Atg12",1.896484,2.084539,2.057285,289,295,223,2.01276933333333,14.609844,9.736627,9.556628,232,199,207,50.3008296666667,0.0587274972531471
"ATG13","Atg13",8.820772,8.006258,7.179473,592,493,366,8.00216766666667,29.968305,26.030945,23.475347,787,623,553,84.9448183333333,0.104743576648823
"ATG14","Atg14",0.869207,1.218438,0.960459,98,128,78,1.01603466666667,2.817721,2.392335,1.885971,267,229,178,73.536529,0.0270476059687012
"ATG16L1","Atg16l1",3.127224,6.207389,7.057297,318,312,277,5.46397,6.064191,5.143025,5.312295,330,265,225,6.57119066666667,0.853758713072519
"ATG16L2","Atg16l2",3.593533,4.073129,3.016821,71,67,46,3.561161,14.367676,12.025126,7.736495,194,136,89,5.34355566666667,0.719022775187018
"ATG2A","Atg2a",2.580597,3.110288,3.60931,350,413,343,3.100065,4.917588,5.67285,3.853706,401,253,191,0.00719766666666667,4.0707649905199
"ATG2B","Atg2b",1.905915,1.476572,1.86225,337,293,261,1.74824566666667,2.462639,1.248707,1.60812,283,217,143,0.235756,2.22393876029464
"ATG3","Atg3",3.777342,3.574161,3.761152,228,207,160,3.70421833333333,20.561184,15.841933,15.95353,335,324,303,0,4.70421833333333
"ATG4A","Atg4a",2.995423,2.216884,3.282639,142,133,110,2.83164866666667,18.603068,15.187121,16.202676,440,393,358,24.0199873333333,0.153143509451817
"ATG4B","Atg4b",6.375901,9.415354,7.734846,236,246,203,7.84203366666667,49.169063,34.319632,30.42612,791,636,531,32.925999,0.260627068540168
"ATG4C","Atg4c",0.680058,0.398334,0.55038,46,34,32,0.542924,3.354241,2.889005,0.638242,49,54,24,8.06112033333333,0.170279605969255
"ATG4D","Atg4d",9.108603,12.20603,11.762136,426,457,373,11.0255896666667,45.576224,47.32527,42.373253,543,493,440,12.6180933333333,0.883059718590072
"ATG5","Atg5",2.046074,2.515154,2.923975,153,136,134,2.49506766666667,8.050168,7.168329,4.449505,211,202,150,106.778427666667,0.032428267347489
"ATG7","Atg7",2.986504,2.542608,5.067565,164,139,142,3.53222566666667,7.375684,8.357736,5.758826,147,113,86,7.705472,0.520618028139849
"ATG9A","Atg9a",8.344407,8.774107,9.283608,896,883,750,8.80070733333333,38.211947,27.309072,19.938666,1521,1159,912,43.699524,0.219257532436662
"ATG9B","Atg9b",0.10146,0.053891,0.623388,8,3,16,0.259579666666667,1.645053,1.189358,1.599899,23,18,15,7.08186133333333,0.155852669913004
"ATIC","Atic",4.705591,3.22406,4.664107,266,227,187,4.19791933333333,55.905336,60.830247,51.684789,727,736,569,6.30191566666667,0.711856938729366
"ATL1","Atl1",0.471443,0.903408,0.497366,36,37,25,0.624072333333333,0.787404,2.014548,2.213418,16,24,22,104.338903666667,0.0154175929006489
"ATL2","Atl2",6.072761,7.870708,7.156352,534,528,379,7.03327366666667,9.980417,6.578344,5.36523,232,211,190,5.642624,1.20935245870708
"ATL3","Atl3",2.234063,1.392347,2.142437,387,302,285,1.922949,1.577715,1.031904,0.688871,155,120,87,2.75607266666667,0.778192878412541
"ATM","Atm",7.202814,3.274019,3.92294,183,160,142,4.79992433333333,18.350937,11.990314,7.261356,442,334,223,3.66272,1.24389290657242
"ATMIN","Atmin",1.674098,1.51905,1.799389,271,232,209,1.664179,10.266238,8.448763,5.462206,610,510,340,5.030019,0.441819337551009
"ATN1","Atn1",3.878448,6.216339,3.528729,322,356,264,4.541172,13.021416,15.484803,11.866103,1001,827,631,0.550556666666667,3.57366623169743
"ATOH1","Atoh1",0,0,0,0,0,0,0,0,0,0,0,0,0,5.67313,0.149854715852981
"ATOH7","Atoh7",0,0,0,0,0,0,0,0.069179,0.037203,0.036732,2,1,1,19.9093423333333,0.0478255118720696
"ATOH8","Atoh8",1.476327,1.926729,1.174999,68,83,48,1.52601833333333,2.874408,3.950396,2.815354,136,140,96,9.42447266666667,0.242316174074737
"ATOX1","Atox1",16.150694,22.688729,20.006404,168,177,131,19.6152756666667,49.007105,52.587077,44.836118,269,269,223,39.7474153333333,0.505928425104362
"ATP10A","Atp10a",0.133185,0.134958,0.240801,24,23,21,0.169648,0.07523,0.249232,0.266572,2,2,2,16.2127,0.06795261638209
"ATP10D","Atp10d",0.731298,1.144014,0.774171,109,95,69,0.883161,4.148455,3.344873,3.256701,156,133,89,3.56163033333333,0.41282630603342
"ATP11A","Atp11a",14.225262,17.757892,20.801979,1393,1271,1135,17.5950443333333,19.229195,7.32123,4.957787,1620,850,666,1.36048533333333,7.87763603982006
"ATP11C","Atp11c",1.187575,1.192204,1.500284,177,161,150,1.29335433333333,4.190178,2.237233,1.718224,126,94,72,0.562928,1.46734483823524
"ATP12A","Atp12a",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377796666666667,0.963595676538918
"ATP13A1","Atp13a1",2.102651,3.240412,4.173477,181,173,147,3.17218,14.646501,10.300442,7.5542,405,334,262,1.72380666666667,1.53174601232099
"ATP13A2","Atp13a2",2.610841,3.50928,1.895087,147,184,160,2.671736,10.792738,8.375551,9.079747,355,233,242,1.210186,1.66127918645761
"ATP13A3","Atp13a3",8.109909,8.344454,5.732612,730,643,661,7.39565833333333,53.524581,26.911793,21.758596,3139,2078,1635,6.856089,1.0686816726915
"ATP13A4","Atp13a4",0,0,0,0,0,0,0,0.185998,0.180449,0.257895,9,3,5,18.633445,0.0509334963884331
"ATP13A5","Atp13a5",0,0,0,0,0,0,0,0.164895,0.305445,0.620409,3,8,11,18.6051896666667,0.0510069026111097
"ATP1A1","Atp1a1",79.379695,80.867297,84.143683,9589,9261,7292,81.4635583333333,253.695111,255.616679,197.358703,11134,8879,7042,35.2631753333333,2.27403026831829
"ATP1A2","Atp1a2",54.427866,51.468384,59.176364,9253,7939,6700,55.0242046666667,17.250461,13.310192,12.304422,1342,866,967,39.7329846666667,1.37540141301046
"ATP1A3","Atp1a3",0.023781,0.041884,0.044817,3,5,4,0.0368273333333333,110.310312,40.184939,32.916646,2481,1999,1768,2.40980933333333,0.304071938333209
"ATP1A4","Atp1a4",0.027049,0.019414,0,3,2,0,0.0154876666666667,0.163893,0.194594,0.240597,11,6,7,0,1.01548766666667
