"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"SLC9A6",2784,6.62357,2825,7.2141,2302,5.75793,6.53186666667,"Slc9a6",4.95023,5.091874,3.419623,372,335,280,4.48724233333333,1.37261418562038
"SLC9A7",2527,2.76143,3119,3.65835,1937,2.22534,2.88170666667,"Slc9a7",0.447828,0.729369,0.4343,19,39,18,0.537165666666667,2.52523638202735
"SLC9A8",962,2.11317,980,2.31061,1117,2.57959,2.33445666667,"Slc9a8",2.322679,2.376001,3.432992,306,250,244,2.71055733333333,0.898640383943221
"SLC9A9",2012,0.602634,1909,0.613722,1848,0.581923,0.599426333333,"Slc9a9",0.219032,0.333916,0.264629,24,34,21,0.272525666666667,1.25689121660126
"SLC9B1",762,0.988481,890,1.23921,776,1.05831,1.09533366667,"Slc9b1",0.056277,0.123234,0,1,2,0,0.059837,1.9770338898057
"SLC9B2",2146,5.68364,2250,6.39617,2089,5.81666,5.96549,"Slc9b2",0,0.022031,0.026668,0,3,0,0.016233,6.85422535973542
"SLC9C1",53,0.0603864,69,0.0843826,138,0.165303,0.103357333333,"Slc9c1",0,0,0,0,0,0,0,1.103357333333
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Slco1a4",0.074191,0.087262,0.062102,7,3,3,0.0745183333333333,0.970477159533496
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Slco1a6",0.728125,0.812894,1.768782,5,6,10,1.103267,0.495797965736162
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Gm6614",0,0,0,0,0,0,0,1.0427955
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Slco1a1",0,0,0,0,0,0,0,1.0427955
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Gm5724",0,0,0,0,0,0,0,1.0427955
"SLCO1A2",22,0.0247968,20,0.024196,67,0.0793937,0.0427955,"Slco1a5",0,0,0,0,0,0,0,1.0427955
"SLCO1B1",5,0.00804301,8,0.0138127,7,0.0118382,0.0112313033333,"Slco1b2",0,0,0,0,0,0,0,1.0112313033333
"SLCO1B3",49,0.0805974,52,0.0918056,51,0.0881929,0.0868653,"Slco1b2",0,0,0,0,0,0,0,1.0868653
"SLCO1B3-SLCO1B7",66,0.0419931,76,0.0519025,72,0.048162,0.0473525333333,"Slco1b2",0,0,0,0,0,0,0,1.0473525333333
"SLCO1C1",965,2.90503,644,2.08089,1738,5.50061,3.49551,"Slco1c1",0.014756,0.014676,0,1,1,0,0.00981066666666667,4.45183453531883
"SLCO2A1",1564,2.20275,1495,2.26001,1264,1.8716,2.11145333333,"Slco2a1",0.137516,0.238178,0.194944,32,40,23,0.190212666666667,2.61419947919391
"SLCO2B1",3495,5.76083,2869,5.07585,8688,15.0555,8.63072666667,"Slco2b1",1.541191,1.869897,3.500453,219,192,147,2.303847,2.91500383240205
"SLCO3A1",545,0.298722,599,0.352401,594,0.342291,0.331138,"Slco3a1",8.909825,8.507239,8.811029,1080,912,758,8.74269766666667,0.136629303868713
"SLCO4A1",526,2.12304,601,2.60368,378,1.604,2.11024,"Slco4a1",0.015078,0.020507,0,1,2,0,0.0118616666666667,3.07377984803588
"SLCO4C1",20,0.0560841,17,0.0511681,22,0.064859,0.0573704,"Slco4c1",0,0,0,0,0,0,0,1.0573704
"SLCO5A1",21787,22.6648,24133,26.9467,21460,23.4705,24.3606666667,"Slco5a1",1.063189,1.253768,1.103677,298,324,225,1.14021133333333,11.8496086212203
"SLCO6A1",4,0.00549182,10,0.0147366,9,0.0129908,0.0110730733333,"Slco6c1",0,0,0,0,0,0,0,1.0110730733333
"SLCO6A1",4,0.00549182,10,0.0147366,9,0.0129908,0.0110730733333,"Slco6d1",0,0,0,0,0,0,0,1.0110730733333
"SLF1",1509,2.18287,1609,2.49825,1206,1.8341,2.17174,"Slf1",5.35487,4.11042,5.923866,375,360,330,5.12971866666667,0.517436471798923
"SLF2",1375,4.60422,1442,5.18273,1697,5.97411,5.25368666667,"Slf2",1.69718,2.085177,2.479457,325,353,320,2.08727133333333,2.02563558283615
"SLFN12",284,2.23248,356,3.00372,493,4.0743,3.1035,"Slfn3",0.52174,0.844637,0.734073,31,46,32,0.70015,2.41361056377379
"SLFN12",284,2.23248,356,3.00372,493,4.0743,3.1035,"Slfn4",0.068666,0.074707,0.011871,4,6,1,0.051748,3.90160000304255
"SLFN12",284,2.23248,356,3.00372,493,4.0743,3.1035,"Slfn2",1.174972,2.019349,0.884198,57,91,31,1.35950633333333,1.7391349800714
"SLFN12",284,2.23248,356,3.00372,493,4.0743,3.1035,"Slfn1",0.01811,0.058353,0.07531,1,3,3,0.050591,3.90589677619549
"SLFN14",4,0.0700618,11,0.206802,11,0.202559,0.1598076,"Slfn14",0.008392,0,0,1,0,0,0.00279733333333333,1.1565722818037
"SLFN5",1405,8.02525,1338,8.20311,1873,11.2476,9.15865333333,"Slfn5",7.068808,9.154899,8.02157,1244,1363,968,8.081759,1.11857772633363
"SLFNL1",47,1.07458,34,0.834372,31,0.745144,0.884698666667,"Slfnl1",0,0,0,0,0,0,0,1.884698666667
"SLIRP",1403,4.62162,1532,5.41671,1727,5.9809,5.33974333333,"Slirp",34.19448,36.37764,30.320111,187,181,120,33.6307436666667,0.183066912866565
"SLIT1",366,0.340247,631,0.629626,212,0.207199,0.392357333333,"Slit1",0.014818,0.015296,0,3,3,0,0.010038,1.3785197520618
"SLIT2",1427,0.676226,1462,0.743628,1503,0.748799,0.722884333333,"Slit2",1.069979,0.833212,1.825897,62,71,78,1.24302933333333,0.768106019716045
"SLIT3",534,0.145902,742,0.217603,952,0.273461,0.212322,"Slit3",0.561564,0.639793,0.584731,99,105,73,0.595362666666667,0.759903704236111
"SLITRK1",601,20.234,853,30.8245,428,15.1492,22.0692333333,"Slitrk1",0,0,0,0,0,0,0,23.0692333333
"SLITRK2",2352,34.1698,2669,41.6193,2111,32.2427,36.0106,"Slitrk2",0.015598,0.023528,0.030265,4,2,2,0.0231303333333333,36.1738859597881
"SLITRK3",730,12.2743,865,15.611,472,8.34363,12.07631,"Slitrk3",0,0,0,0,0,0,0,13.07631
"SLITRK4",401,5.26249,719,10.1278,328,4.52542,6.63857,"Slitrk4",0.10657,0.133515,0.05108,21,19,10,0.097055,6.96279584888634
"SLITRK5",759,5.60473,1081,8.56798,721,5.59739,6.59003333333,"Slitrk5",0.006081,0,0.008526,1,0,1,0.004869,7.55325652729858
"SLITRK6",2,0.0251474,11,0.148456,3,0.0396573,0.0710869,"Slitrk6",0.036841,0.088521,0.081977,5,11,8,0.069113,1.00184629688349
"SLK",2306,6.48784,2536,7.65827,2399,7.09593,7.08068,"Slk",14.816468,20.204603,16.861345,2172,1836,1381,17.2941386666667,0.441708688626244
"SLMAP",1320,1.3211,1483,1.5931,1527,1.60671,1.50697,"Slmap",42.034606,35.327821,33.065364,2369,1986,1584,36.8092636666667,0.0663057080958228
"SLPI",46,3.45493,45,3.62772,350,27.6368,11.57315,"Slpi",0,0,0.158336,0,0,1,0.0527786666666667,11.9428236894365
"SLTM",1941,6.20705,2339,8.02842,2484,8.3512,7.52889,"Sltm",3.239414,3.217592,3.136643,351,316,244,3.197883,2.03171217492245
"SLU7",1331,11.5851,1514,14.1445,1596,14.6047,13.4447666667,"Slu7",6.885841,7.976231,7.119429,338,286,236,7.327167,1.73465557574383
"SLURP1",0,0,4,0.514439,0,0,0.171479666667,"Slurp1",0,0.11929,0,0,1,0,0.0397633333333333,1.1266791481398
"SLX1A",527,25.0521,405,20.6647,297,14.8432,20.1866666667,"Slx1b",0.568215,0.615928,0.342341,53,51,26,0.508828,14.0418037488037
"SLX1B",524,24.6148,402,20.2689,298,14.717,19.8669,"Slx1b",0.568215,0.615928,0.342341,53,51,26,0.508828,13.8298732526173
"SLX4",270,1.55028,228,1.40514,222,1.3401,1.43184,"Slx4",0.684961,1.030297,0.867372,50,60,39,0.860876666666667,1.30682491943761
"SLX4IP",448,0.388365,495,0.460582,553,0.503993,0.45098,"Slx4ip",0.213694,0.202697,0.147182,34,30,17,0.187857666666667,1.22150998450151
"SMAD1",540,1.20972,622,1.49562,795,1.87239,1.52591,"Smad1",1.800889,0.984642,1.478392,124,95,87,1.42130766666667,1.04320076080102
"SMAD2",3451,4.93401,4128,6.33483,3822,5.74492,5.67125333333,"Smad2",3.660496,4.051502,2.572402,240,239,170,3.42813333333333,1.50656107915977
"SMAD3",491,0.65276,579,0.826211,673,0.940644,0.806538333333,"Smad3",1.184301,2.515417,2.462491,200,139,175,2.05406966666667,0.591518377282051
"SMAD4",1638,5.05114,1944,6.43446,2128,6.89898,6.12819333333,"Smad4",8.684339,8.971163,12.913692,463,421,423,10.1897313333333,0.637029891155266
"SMAD5",916,2.86254,1287,4.31692,1358,4.46163,3.88036333333,"Smad5",3.972486,4.388927,6.12292,597,492,493,4.828111,0.837383387744331
"SMAD6",219,0.474596,292,0.679209,152,0.346307,0.500037333333,"Smad6",0.786669,2.471056,1.314747,66,70,47,1.52415733333333,0.594272517613667
"SMAD7",309,1.67646,338,1.9683,391,2.23023,1.95833,"Smad7",1.132705,2.415291,2.174825,108,137,103,1.907607,1.01744492979966
"SMAGP",84,0.567512,115,0.833938,121,0.859447,0.753632333333,"Smagp",2.370183,2.971379,2.88903,60,54,44,2.74353066666667,0.468443426668781
"SMAP1",1397,1.25648,1686,1.62764,1609,1.52144,1.46852,"Smap1",3.306783,4.923704,3.21823,122,120,72,3.816239,0.51254100969657
"SMAP2",2489,5.54081,2248,5.37137,3412,7.98538,6.29918666667,"Smap2",6.071245,4.547145,6.982093,490,391,362,5.86682766666667,1.06296342663471
"SMARCA1",2013,4.56713,2309,5.62295,2530,6.03474,5.40827333333,"Smarca1",0.373385,0.348341,0.09972,29,23,9,0.273815333333333,5.03077107461155
"SMARCA2",2878,2.35678,3037,2.6694,3387,2.91596,2.64738,"Smarca2",14.912847,13.29953,17.205901,774,704,566,15.139426,0.225991928089636
"SMARCA4",1986,2.92535,1962,3.10197,2006,3.10647,3.04459666667,"Smarca4",3.660554,4.15712,4.377977,682,730,588,4.065217,0.798504124634739
"SMARCA5",2436,9.71947,2964,12.6936,3017,12.6555,11.6895233333,"Smarca5",5.16257,6.526133,4.540806,700,559,435,5.40983633333333,1.97969537339201
"SMARCAD1",852,1.77868,1201,2.69118,1367,3.0003,2.49005333333,"Smarcad1",1.699907,3.184508,2.071274,154,152,117,2.318563,1.05167608188544
"SMARCAL1",595,1.47149,667,1.77054,587,1.52622,1.58941666667,"Smarcal1",3.664187,3.558039,3.506476,227,220,176,3.576234,0.565840091802561
"SMARCB1",877,2.99955,769,2.82308,779,2.80112,2.87458333333,"Smarcb1",1.979107,2.947755,2.97147,111,145,106,2.63277733333333,1.0665622959541
"SMARCC1",1309,1.16177,1168,1.11267,1377,1.28485,1.18643,"Smarcc1",2.641716,3.211041,4.301654,291,278,280,3.38480366666667,0.498638061407691
"SMARCD1",834,9.39509,901,10.8943,933,11.0498,10.4463966667,"Smarcd1",4.030569,5.246484,8.427953,299,287,274,5.90166866666667,1.65849698377774
"SMARCD2",1128,17.9391,1355,23.1297,1395,23.324,21.4642666667,"Smarcd2",5.757236,6.409856,6.342119,190,173,145,6.169737,3.13320651325146
"SMARCD3",1002,4.47317,1120,5.36668,1063,4.98906,4.94297,"Smarcd3",7.750169,6.520576,7.515393,315,305,253,7.262046,0.719309720618839
"SMARCE1",1593,11.7459,1701,13.4622,2120,16.434,13.8807,"Smarce1",13.599943,14.425384,16.206514,462,435,399,14.743947,0.945169594384432
"SMC1A",1385,4.98061,1398,5.39611,1727,6.52925,5.63532333333,"Smc1a",6.333997,4.79304,7.50881,489,439,345,6.211949,0.92004579252155
"SMC1B",38,0.0954406,26,0.0700912,20,0.0528102,0.0727806666667,"Smc1b",0.022654,0.016489,0,3,2,0,0.0130476666666667,1.05896366179548
"SMC2",473,1.75218,568,2.25842,638,2.48471,2.16510333333,"Smc2",0.311957,0.343034,0.279822,49,48,35,0.311604333333333,2.41315406856438
"SMC3",1212,5.73094,1494,7.58253,1554,7.72525,7.01290666667,"Smc3",3.217891,3.29296,3.055264,396,395,332,3.188705,1.9129794689934
"SMC4",621,3.0405,613,3.22147,613,3.15538,3.13911666667,"Smc4",3.342195,2.924575,2.626337,201,187,154,2.964369,1.04407956642533
"SMC5",1072,1.95292,1353,2.64563,1821,3.48769,2.69541333333,"Smc5",3.793372,2.273832,5.51164,289,223,205,3.85961466666667,0.760433406104764
"SMC6",1288,1.64928,1706,2.34475,1475,1.98567,1.99323333333,"Smc6",11.063099,14.208236,11.528029,536,534,408,12.2664546666667,0.225624208467
"SMCHD1",1695,1.98362,2277,2.86017,2425,2.98359,2.60912666667,"Smchd1",4.085273,2.376736,2.061994,371,366,280,2.84133433333333,0.939550258708714
"SMCO1",3,0.0618915,4,0.0885748,3,0.0650682,0.0718448333333,"Smco1",3.08679,4.093557,3.948151,123,151,114,3.70949933333333,0.227592097900279
"SMCO2",8,0.0395068,12,0.0636068,8,0.0415346,0.0482160666667,"Smco2",0.122036,0,0.253026,2,0,3,0.125020666666667,0.9317304985805
"SMCO3",49,0.89796,32,0.629436,73,1.40644,0.977945333333,"Smco3",0,0,0.026254,0,0,1,0.00875133333333333,1.96078584282714
"SMCO4",697,1.87562,622,1.79656,609,1.72293,1.79837,"Smco4",3.913772,5.04272,5.461623,81,100,81,4.80603833333333,0.4819758050742
"SMCR8",703,9.62186,713,10.4745,965,13.8857,11.3273533333,"Smcr8",1.124732,1.342475,1.324816,277,306,235,1.26400766666667,5.44492561345861
"SMDT1",796,30.27,774,31.5923,761,30.4244,30.7622333333,"Smdt1",67.867099,80.347119,101.928185,470,491,381,83.380801,0.376415404415277
"SMG1",3433,4.93201,4791,7.38782,4299,6.49315,6.27099333333,"Smg1",6.277863,8.076579,7.04139,1317,1216,860,7.131944,0.894127324699973
"SMG5",2693,14.0011,2822,15.7479,2218,12.1234,13.9574666667,"Smg5",7.360675,7.604196,6.953756,615,640,524,7.306209,1.80075732102335
"SMG6",798,0.571476,656,0.504242,858,0.645982,0.5739,"Smg6",2.364191,2.476812,2.527177,295,249,226,2.45606,0.455402973328009
"SMG7",1813,2.51311,1817,2.70339,2355,3.43196,2.88282,"Smg7",3.839417,5.398273,4.539385,559,592,477,4.59235833333333,0.694308155623075
"SMG8",348,10.3959,392,12.5693,381,11.9659,11.6437,"Smg8",0.839573,1.16122,1.108826,88,91,84,1.03653966666667,6.20842314389817
"SMG9",835,5.40674,675,4.6913,733,4.98989,5.02931,"Smg9",2.852169,1.491438,3.868118,59,66,46,2.73724166666667,1.61330482151498
"SMIM1",5,0.271103,3,0.174593,6,0.342022,0.262572666667,"Smim1",0.391821,1.450414,0.704648,13,31,25,0.848961,0.682855217966739
"SMIM10L1",963,34.8819,1018,39.5787,843,32.1025,35.5210333333,"Smim10l1",11.157632,11.758208,12.097042,830,747,661,11.6709606666667,2.88226238673248
"SMIM10L2A",402,11.4529,425,12.9962,263,7.87739,10.7754966667,"Smim10l2a",0.038416,0.053077,0.054015,3,4,3,0.0485026666666667,11.2307741706904
"SMIM10L2B",1208,56.6085,870,43.7597,780,38.428,46.2654,"Smim10l2a",0.038416,0.053077,0.054015,3,4,3,0.0485026666666667,45.0789506814162
"SMIM11A",819,3.44917,805,3.63888,728,3.2233,3.43711666667,"Smim11",22.76511,19.108127,23.298253,214,167,159,21.72383,0.195262711729053
"SMIM11B",734,3.89849,742,4.23004,667,3.72447,3.951,"Smim11",22.76511,19.108127,23.298253,214,167,159,21.72383,0.217877004008567
"SMIM12",1221,1.45088,1382,1.76265,1169,1.46039,1.55797333333,"Smim12",7.282398,8.437825,8.44501,210,231,173,8.05507766666667,0.282490490694116
"SMIM13",1336,5.19817,1527,6.37711,1164,4.76141,5.44556333333,"Smim13",3.323944,3.005171,3.787945,478,411,388,3.37235333333333,1.47416341771632
"SMIM14",2044,3.85758,2232,4.52136,2792,5.53972,4.63955333333,"Smim14",11.567016,12.672307,14.982206,673,583,597,13.073843,0.400711684316075
"SMIM15",514,18.8448,575,22.6275,771,29.718,23.7301,"Smim15",4.821914,4.496875,3.564862,197,168,134,4.29455033333333,4.67085936350528
"SMIM17",63,0.78118,78,1.03811,94,1.2254,1.01489666667,"Smim17",0.01,0,0.01381,1,0,1,0.00793666666666667,1.99903102377795
"SMIM18",47,1.09697,58,1.45301,41,1.00605,1.18534333333,"Smim18",0,0,0,0,0,0,0,2.18534333333
"SMIM19",462,5.74905,503,6.71835,649,8.49058,6.98599333333,"Smim19",7.514763,6.788197,7.9691,259,237,192,7.42402,0.948002655897066
"SMIM20",722,1.85367,541,1.49084,559,1.50884,1.61778333333,"Smim20",107.23975,154.830705,149.361961,430,428,342,137.144138666667,0.0189496518534641
"SMIM23",3,0.0382692,5,0.0684603,3,0.0402335,0.0489876666667,"Smim23",0,0,0,0,0,0,0,1.0489876666667
"SMIM24",6,0.160274,10,0.286717,0,0,0.148997,"Smim24",0.928244,0.417432,0.271036,17,10,5,0.538904,0.746633318257669
"SMIM26",308,24.2703,343,29.0108,289,23.942,25.7410333333,"Smim26",11.752085,14.978746,10.787529,93,111,61,12.50612,1.97991972034159
"SMIM3",957,8.89813,591,5.89814,924,9.03227,7.94284666667,"Smim3",1.328094,1.514222,1.64347,85,91,74,1.495262,3.58393093257141
"SMIM31",2,0.00702562,12,0.0452456,7,0.0258518,0.0260410066667,"Smim31",0.023254,0,0,1,0,0,0.00775133333333333,1.01814899442789
"SMIM35",69,0.142374,106,0.234762,84,0.182221,0.186452333333,"BC049352",0.019555,0.042095,0.027131,1,2,1,0.0295936666666667,1.15235006949311
"SMIM38",11,0.449518,15,0.65794,24,1.03111,0.712856,"Smim38",0.043941,0,0,1,0,0,0.014647,1.68812996046901
"SMIM4",1149,4.43846,1225,5.07912,1460,5.92929,5.14895666667,"Smim4",24.065834,38.296326,30.179373,70,94,59,30.8471776666667,0.193076973131779
"SMIM40",2,0.0618952,5,0.166088,2,0.0650721,0.0976851,"Smim40",0,0.053507,0,0,1,0,0.0178356666666667,1.07845022133566
"SMIM40",95,2.10055,77,1.82743,78,1.81318,1.91372,"Smim40",0,0.053507,0,0,1,0,0.0178356666666667,2.86266250576796
"SMIM41",71,0.434544,86,0.564956,87,0.5598,0.519766666667,"Smim41",0.416347,0.28043,0.583489,16,14,16,0.426755333333333,1.06519080823505
"SMIM5",239,5.23812,335,7.88067,378,8.70979,7.27619333333,"Smim5",3.888178,4.874896,4.978894,91,107,90,4.580656,1.48301442219875
"SMIM7",1838,10.8143,1864,11.7717,2159,13.3549,11.9803,"Smim7",22.059922,20.842711,24.042518,779,750,691,22.3150503333333,0.556734804961676
"SMIM8",484,1.09573,488,1.18582,463,1.10199,1.12784666667,"Smim8",36.927818,32.89338,40.68165,216,224,166,36.8342826666667,0.0562412319381625
"SMIM9",2,0.0308792,3,0.0497162,0,0,0.0268651333333,"Smim9",0,0,0,0,0,0,0,1.0268651333333
"SMN1",1137,6.87002,1293,8.38564,907,5.7616,7.00575333333,"Smn1",5.495697,7.289154,4.502711,40,42,40,5.76252066666667,1.18384160699004
"SMN2",1107,6.68921,1303,8.45108,868,5.51424,6.88484333333,"Smn1",5.495697,7.289154,4.502711,40,42,40,5.76252066666667,1.16596217919088
"SMNDC1",519,6.38108,545,7.19224,628,8.11755,7.23029,"Smndc1",4.326142,4.474991,3.892017,233,215,162,4.23105,1.57335334206326
"SMO",461,3.2327,539,4.05689,470,3.46498,3.58485666667,"Smo",0.988244,0.972984,1.371787,119,119,114,1.111005,2.17188337624496
"SMOC1",2591,2.53958,3621,3.80947,2427,2.50094,2.94999666667,"Smoc1",0.243913,0.243384,0.288563,27,26,23,0.25862,3.13835523563109
"SMOC2",436,0.327897,648,0.523078,1288,1.01837,0.623115,"Smoc2",11.310385,14.751241,14.46741,754,688,654,13.5096786666667,0.111864296742064
"SMOX",790,2.06704,880,2.47141,743,2.04385,2.1941,"Smox",4.854788,6.397675,5.238334,137,159,117,5.49693233333333,0.49163202510395
"SMPD1",876,33.568,880,36.1946,775,31.222,33.6615333333,"Smpd1",28.755796,31.625352,34.555411,1663,1782,1491,31.6455196666667,1.06175468141473
"SMPD2",64,3.49835,94,5.51508,99,5.68928,4.90090333333,"Smpd2",5.375906,6.940929,6.557157,218,205,176,6.29133066666667,0.809304035586645
"SMPD3",149,0.28864,119,0.247433,125,0.254577,0.26355,"Smpd3",0.116418,0.140843,0.124705,21,24,16,0.127322,1.12084213738399
"SMPD4",1546,8.61267,1543,9.22645,1440,8.43391,8.75767666667,"Smpd4",4.629912,3.006406,4.838001,192,208,193,4.15810633333333,1.89171685035122
"SMPDL3A",441,3.72689,506,4.58986,625,5.55298,4.62324333333,"Smpdl3a",12.874663,14.796916,12.617245,602,611,464,13.429608,0.389701739183074
"SMPDL3B",5,0.0361576,8,0.0620955,8,0.0608216,0.0530249,"Smpdl3b",0.124611,0.214906,0.216932,8,13,10,0.185483,0.888266554644816
"SMPX",348,1.16602,365,1.31269,602,2.12062,1.53311,"Smpx",128.94209,132.651086,147.16907,1899,1834,1529,136.254082,0.0184556259681952
"SMS",2019,6.51624,2153,7.45839,2353,7.984,7.31954333333,"Sms",21.754525,19.646956,16.385323,565,447,434,19.262268,0.410592897761001
"SMTN",4177,17.9499,3544,16.3468,2718,12.2796,15.5254333333,"Smtn",23.848074,24.857465,23.426931,1079,1087,871,24.0441566666667,0.659851858988531
"SMTNL1",28,0.640762,20,0.491257,55,1.32324,0.818419666667,"Smtnl1",0,0,0,0,0,0,0,1.818419666667
"SMTNL2",17,0.122112,65,0.501144,41,0.309622,0.310959333333,"Smtnl2",1.802064,3.09109,4.620582,124,128,132,3.17124533333333,0.314284878632488
"SMU1",1334,6.6757,1514,8.13218,1611,8.47568,7.76118666667,"Smu1",16.290748,6.776181,9.770671,395,342,299,10.9458666666667,0.733407371029589
"SMURF1",1454,2.17732,1584,2.54597,1552,2.44336,2.38888333333,"Smurf1",3.032132,2.519659,4.27605,389,370,373,3.275947,0.79254568247221
"SMURF2",637,0.92716,719,1.12327,968,1.48125,1.17722666667,"Smurf2",4.096997,3.75019,4.343022,516,457,400,4.063403,0.429992767052119
"SMYD1",15,0.0575173,10,0.0411573,16,0.0645008,0.0543918,"Smyd1",73.639901,74.139855,81.440456,5498,5060,4233,76.4067373333333,0.0136214473871895
"SMYD2",765,2.38524,853,2.85469,718,2.3536,2.53117666667,"Smyd2",20.452693,21.751543,25.090515,790,730,646,22.4315836666667,0.1507015794111
"SMYD3",1077,0.24823,1367,0.338179,972,0.235528,0.273979,"Smyd3",0.830562,1.25272,1.122981,52,55,49,1.06875433333333,0.615819374718732
"SMYD4",344,1.17491,340,1.24642,366,1.31421,1.24518,"Smyd4",0.742633,1.257171,1.681051,70,56,66,1.22695166666667,1.00818532957234
"SMYD5",647,8.69464,642,9.26025,581,8.20846,8.72111666667,"Smyd5",1.825094,1.985897,2.163814,81,86,73,1.99160166666667,3.24946892996672
"SNAI1",176,5.20519,109,3.46012,62,1.92776,3.53102333333,"Snai1",0.142756,0.235544,0.276563,7,12,9,0.218287666666667,3.7191736051365
"SNAI2",116,4.89141,108,4.8881,161,7.13739,5.63896666667,"Snai2",0.327801,0.481729,0.66969,21,28,31,0.493073333333333,4.44651077643206
"SNAI3",337,6.67501,286,6.08035,202,4.20641,5.65392333333,"Snai3",1.08698,0.44914,0.819846,56,22,30,0.785322,3.72701581749959
"SNAP23",1621,5.23219,1815,6.28808,2154,7.30945,6.27657333333,"Snap23",14.896444,12.570209,15.698212,518,437,376,14.3882883333333,0.472864374237637
"SNAP25",14011,27.6299,13784,29.176,9016,18.6923,25.1660666667,"Snap25",0,0.080401,0.051936,0,2,1,0.0441123333333333,25.0605857543745
"SNAP29",878,4.76235,840,4.89042,1014,5.78233,5.14503333333,"Snap29",2.509816,2.290359,2.514973,281,240,202,2.43838266666667,1.78718715426962
"SNAP47",927,3.07339,1005,3.57638,847,2.95229,3.20068666667,"Snap47",6.948961,5.735105,6.138583,292,266,264,6.27421633333333,0.577476180825252
"SNAP91",5291,5.89453,6045,7.2285,4088,4.78807,5.97036666667,"Snap91",1.155001,1.425989,1.342399,73,82,84,1.30779633333333,3.02035607128388
"SNAPC1",219,1.12497,230,1.26813,267,1.44194,1.27834666667,"Snapc1",1.290525,1.720831,1.581467,149,138,126,1.530941,0.900197462789532
"SNAPC2",237,14.2134,243,15.6422,205,12.9253,14.2603,"Snapc2",2.970413,5.18355,8.628265,95,111,96,5.594076,2.31424387586676
"SNAPC3",2412,9.74275,2718,11.784,2430,10.3193,10.61535,"Snapc3",2.057565,2.274513,2.033147,102,97,65,2.12174166666667,3.72079154531792
"SNAPC4",430,3.05468,343,2.61536,386,2.88285,2.85096333333,"Snapc4",3.335369,1.73724,3.155782,100,94,75,2.742797,1.02889986641808
"SNAPC5",1607,36.7174,1590,38.9936,1422,34.1581,36.6230333333,"Snapc5",3.333632,4.224373,3.596104,111,131,86,3.71803633333333,7.97429919466495
"SNAPIN",405,22.4613,432,25.716,379,22.0982,23.4251666667,"Snapin",13.756832,13.822765,14.624547,551,553,431,14.068048,1.62099076580457
"SNCA",1979,3.02695,2123,3.48538,1873,3.01187,3.17473333333,"Snca",1.12851,1.284605,4.818088,37,27,120,2.410401,1.22411802404761
"SNCAIP",67,0.0765693,45,0.0551992,53,0.0636786,0.0651490333333,"Sncaip",0.871175,0.785681,0.821973,79,80,62,0.826276333333333,0.583235413990818
"SNCB",471,7.8552,555,9.93505,400,7.0135,8.26791666667,"Sncb",0,0,0,0,0,0,0,9.26791666667
"SNCG",7578,284.092,7797,313.742,4415,174.01,257.281333333,"Sncg",1.825848,1.243506,1.940037,41,26,31,1.669797,96.7419370585104
"SND1",3260,1.29314,3096,1.31816,3603,1.50255,1.37128333333,"Snd1",27.339606,29.608892,26.278606,587,599,485,27.742368,0.0825013211621951
"SNED1",4136,7.45279,4685,9.06125,5555,10.5235,9.01251333333,"Sned1",1.797636,2.040491,1.983448,205,146,126,1.940525,3.40500874276872
