"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"PRAMEF17",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel29",0.049881,0,0,1,0,0,0.016627,0.983644935654867
"PRAMEF17",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm3183",0.009355,0,0.046362,0,0,1,0.0185723333333333,0.981766308856481
"PRAMEF17",0,0,0,0,0,0,0,"Pramel4",0.054744,0.137937,0.086463,5,3,3,0.093048,0.914872905855919
"PRAMEF17",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel42",0.012056,0,0.062851,1,0,1,0.024969,0.975639263236254
"PRAMEF17",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel6",0.055891,0,0,1,0,0,0.0186303333333333,0.981710407864678
"PRAMEF17",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm12789",0.054639,0,0.09,1,0,1,0.048213,0.954004577313962
"PRAMEF17",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"C130073F10Rik",0.034152,0,0.087085,1,0,1,0.0404123333333333,0.961157387279467
"PRAMEF17",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel12",8.415034,6.691553,5.527067,592,135,236,6.87788466666667,0.12693762885756
"PRAMEF17",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel7",0.064317,0,0,1,0,0,0.021439,0.979010983524224
"PRAMEF17",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel34",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel21",0.010168,0,0,1,0,0,0.00338933333333333,0.996622115443391
"PRAMEF17",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF17",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel5",0.012487,0,0.369116,1,0,1,0.127201,0.887153222894586
"PRAMEF18",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"C130073F10Rik",0.034152,0,0.087085,1,0,1,0.0404123333333333,0.961157387279467
"PRAMEF18",0,0,0,0,0,0,0,"Pramel13",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"AA792892",0.02974,0,0,2,0,0,0.00991333333333333,0.990183976182775
"PRAMEF18",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel42",0.012056,0,0.062851,1,0,1,0.024969,0.975639263236254
"PRAMEF18",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel1",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm12789",0.054639,0,0.09,1,0,1,0.048213,0.954004577313962
"PRAMEF18",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm3183",0.009355,0,0.046362,0,0,1,0.0185723333333333,0.981766308856481
"PRAMEF18",0,0,0,0,0,0,0,"Pramel29",0.049881,0,0,1,0,0,0.016627,0.983644935654867
"PRAMEF18",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm13102",0,1e-06,2e-06,0,0,0,1e-06,0.999999000001
"PRAMEF18",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel6",0.055891,0,0,1,0,0,0.0186303333333333,0.981710407864678
"PRAMEF18",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel4",0.054744,0.137937,0.086463,5,3,3,0.093048,0.914872905855919
"PRAMEF18",0,0,0,0,0,0,0,"Pramel12",8.415034,6.691553,5.527067,592,135,236,6.87788466666667,0.12693762885756
"PRAMEF18",0,0,0,0,0,0,0,"Pramel7",0.064317,0,0,1,0,0,0.021439,0.979010983524224
"PRAMEF18",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel34",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel21",0.010168,0,0,1,0,0,0.00338933333333333,0.996622115443391
"PRAMEF18",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF18",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel13",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm13102",0,1e-06,2e-06,0,0,0,1e-06,0.999999000001
"PRAMEF19",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel4",0.054744,0.137937,0.086463,5,3,3,0.093048,0.914872905855919
"PRAMEF19",0,0,0,0,0,0,0,"C130073F10Rik",0.034152,0,0.087085,1,0,1,0.0404123333333333,0.961157387279467
"PRAMEF19",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel1",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel6",0.055891,0,0,1,0,0,0.0186303333333333,0.981710407864678
"PRAMEF19",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel42",0.012056,0,0.062851,1,0,1,0.024969,0.975639263236254
"PRAMEF19",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"AA792892",0.02974,0,0,2,0,0,0.00991333333333333,0.990183976182775
"PRAMEF19",0,0,0,0,0,0,0,"Pramel29",0.049881,0,0,1,0,0,0.016627,0.983644935654867
"PRAMEF19",0,0,0,0,0,0,0,"Gm3183",0.009355,0,0.046362,0,0,1,0.0185723333333333,0.981766308856481
"PRAMEF19",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel12",8.415034,6.691553,5.527067,592,135,236,6.87788466666667,0.12693762885756
"PRAMEF19",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel34",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel21",0.010168,0,0,1,0,0,0.00338933333333333,0.996622115443391
"PRAMEF19",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Gm12789",0.054639,0,0.09,1,0,1,0.048213,0.954004577313962
"PRAMEF19",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF19",0,0,0,0,0,0,0,"Pramel7",0.064317,0,0,1,0,0,0.021439,0.979010983524224
"PRAMEF19",0,0,0,0,0,0,0,"Pramel5",0.012487,0,0.369116,1,0,1,0.127201,0.887153222894586
"PRAMEF19",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm3183",0.009355,0,0.046362,0,0,1,0.0185723333333333,0.981766308856481
"PRAMEF2",0,0,0,0,0,0,0,"Pramel5",0.012487,0,0.369116,1,0,1,0.127201,0.887153222894586
"PRAMEF2",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel34",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm7982",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel4",0.054744,0.137937,0.086463,5,3,3,0.093048,0.914872905855919
"PRAMEF2",0,0,0,0,0,0,0,"Pramel37",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel19",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel6",0.055891,0,0,1,0,0,0.0186303333333333,0.981710407864678
"PRAMEF2",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm12789",0.054639,0,0.09,1,0,1,0.048213,0.954004577313962
"PRAMEF2",0,0,0,0,0,0,0,"Pramel11",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel1",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel32",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm12790",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel21",0.010168,0,0,1,0,0,0.00338933333333333,0.996622115443391
"PRAMEF2",0,0,0,0,0,0,0,"Gm13102",0,1e-06,2e-06,0,0,0,1e-06,0.999999000001
"PRAMEF2",0,0,0,0,0,0,0,"Pramel43",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm3286",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel25",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel33",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel47",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel42",0.012056,0,0.062851,1,0,1,0.024969,0.975639263236254
"PRAMEF2",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel13",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel51",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"C130073F10Rik",0.034152,0,0.087085,1,0,1,0.0404123333333333,0.961157387279467
"PRAMEF2",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel46",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"AA792892",0.02974,0,0,2,0,0,0.00991333333333333,0.990183976182775
"PRAMEF2",0,0,0,0,0,0,0,"Pramel7",0.064317,0,0,1,0,0,0.021439,0.979010983524224
"PRAMEF2",0,0,0,0,0,0,0,"Oog1",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel31",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm16513",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel48",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel29",0.049881,0,0,1,0,0,0.016627,0.983644935654867
"PRAMEF2",0,0,0,0,0,0,0,"Gm13057",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm13040",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Gm6367",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel17",0,0,0,0,0,0,0,1
"PRAMEF2",0,0,0,0,0,0,0,"Pramel12",8.415034,6.691553,5.527067,592,135,236,6.87788466666667,0.12693762885756
"PRAMEF20",0,0,0,0,0,0,0,"Pramel5",0.012487,0,0.369116,1,0,1,0.127201,0.887153222894586
"PRAMEF20",0,0,0,0,0,0,0,"Pramel22",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel36",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel35",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel39",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel50",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel15",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel26",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel18",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel4",0.054744,0.137937,0.086463,5,3,3,0.093048,0.914872905855919
"PRAMEF20",0,0,0,0,0,0,0,"Pramel24",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel30",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm12789",0.054639,0,0.09,1,0,1,0.048213,0.954004577313962
"PRAMEF20",0,0,0,0,0,0,0,"Pramel29",0.049881,0,0,1,0,0,0.016627,0.983644935654867
"PRAMEF20",0,0,0,0,0,0,0,"Pramel7",0.064317,0,0,1,0,0,0.021439,0.979010983524224
"PRAMEF20",0,0,0,0,0,0,0,"Pramel27",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm13102",0,1e-06,2e-06,0,0,0,1e-06,0.999999000001
"PRAMEF20",0,0,0,0,0,0,0,"Pramel40",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Oog4",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"C130073F10Rik",0.034152,0,0.087085,1,0,1,0.0404123333333333,0.961157387279467
"PRAMEF20",0,0,0,0,0,0,0,"E330014E10Rik",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm3183",0.009355,0,0.046362,0,0,1,0.0185723333333333,0.981766308856481
"PRAMEF20",0,0,0,0,0,0,0,"Pramel28",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel21",0.010168,0,0,1,0,0,0.00338933333333333,0.996622115443391
"PRAMEF20",0,0,0,0,0,0,0,"Pramel34",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Oog2",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Oog3",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel44",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm2042",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm13043",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Gm6351",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"AA792892",0.02974,0,0,2,0,0,0.00991333333333333,0.990183976182775
"PRAMEF20",0,0,0,0,0,0,0,"Pramel38",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel6",0.055891,0,0,1,0,0,0.0186303333333333,0.981710407864678
"PRAMEF20",0,0,0,0,0,0,0,"Pramel14",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel16",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel20",0,0,0,0,0,0,0,1
"PRAMEF20",0,0,0,0,0,0,0,"Pramel23",0,0,0,0,0,0,0,1
